Domain,NC,AA,GC
Plant,0.9575,0.969732,0.35430932
Plant,0.9585,0.928901,0.61486345
Plant,0.8945,0.967761,0.27153341
Plant,0.908,0.884089,0.68113718
Plant,0.9715,0.965046,0.46306154
Plant,0.988,1.03711,0.40393974
Plant,0.958,0.964313,0.41676125
Plant,1.0025,1.05376,0.4377947
Plant,1.0025,1.01098,0.47380865
Plant,1.061,1.46928,0.56233421
Plant,0.9865,1.00697,0.43680368
Plant,0.9855,1.00597,0.48776508
Plant,0.972,1.01892,0.40797253
Plant,0.955,0.979104,0.36307053
Plant,0.951,0.961331,0.34635013
Plant,0.9945,0.994035,0.44064885
Plant,0.9685,0.963048,0.49367601
Plant,0.9805,0.975937,0.43886211
Plant,1.008,1.06609,0.48350398
Plant,0.9945,1.004,0.44388631
Plant,0.984,0.997615,0.45362592
Plant,0.954,0.996636,0.31959882
Plant,0.986,1.03765,0.43430987
Plant,0.968,1.00989,0.3953037
Plant,0.9635,0.980655,0.40006181
Plant,0.998,1.01367,0.46680696
Plant,0.996,0.998242,0.44526644
Plant,0.9635,0.96626,0.40678554
Plant,0.9465,0.969534,0.34511967
Plant,0.992,1.04525,0.41136363
Plant,0.9195,0.938134,0.40685551
Plant,0.9365,0.95525,0.39015258
Plant,0.963,0.983888,0.35876178
Plant,0.955,0.969002,0.35378447
Plant,1.0015,1.06669,0.42649199
Plant,0.8965,0.925666,0.28625954
Plant,0.9675,0.95863,0.50869268
Plant,0.939,0.948618,0.33352078
Plant,0.8915,0.949155,0.26792452
Plant,0.924,0.954388,0.36557161
Plant,0.9675,0.970551,0.38641952
Plant,0.998,1.05819,0.42820606
Plant,0.9915,1.00896,0.4361688
Plant,0.968,0.93583,0.53759177
Plant,0.9525,0.950439,0.64283252
Plant,1.0005,1.05891,0.42841648
Plant,0.985,1.01367,0.41116458
Plant,0.99,1.00225,0.44910071
Plant,0.992,1.01785,0.45060425
Plant,0.9985,1.02454,0.42759026
Plant,1.0035,1.06212,0.4363702
Plant,0.972,0.979047,0.39696087
Plant,0.9665,0.997189,0.42124684
Plant,0.952,0.966666,0.40702346
Plant,0.976,1.00837,0.36961575
Plant,0.881,0.991669,0.22652014
Plant,0.991,1.01181,0.44557888
Plant,0.78,0.847879,0.18269947
Plant,1.0045,1.05903,0.43549562
Plant,0.903,0.908179,0.30887678
Plant,0.882,0.974209,0.24929525
Plant,0.988,0.987852,0.53793545
Plant,0.99,1.01252,0.43307392
Plant,1.016,1.05551,0.49685301
Plant,0.995,0.999177,0.47516121
Plant,0.9615,1.01767,0.38637783
Plant,0.993,1.01566,0.44103956
Plant,0.946,0.968279,0.34345279
Plant,0.957,0.960423,0.38118811
Plant,0.9985,1.04787,0.44428364
Plant,0.951,0.952355,0.46173281
Plant,0.87,0.821557,0.5360991
Plant,0.9785,1.01769,0.46103613
Plant,0.956,0.97323,0.35187686
Plant,0.9835,0.977334,0.4668773
Plant,1.002,1.058,0.43368268
Plant,0.9785,1.00113,0.43059711
Plant,0.947,0.966487,0.40682554
Plant,0.9535,0.963006,0.36221868
Plant,0.9495,0.967517,0.33475764
Plant,0.908,0.899751,0.34238456
Plant,0.979,0.976476,0.4889748
Plant,1.091,1.60838,0.63636363
Plant,0.9115,0.904665,0.33173406
Plant,0.979,0.974612,0.50768732
Plant,0.903,0.951589,0.28382129
Plant,1.0625,1.2966,0.55388471
Plant,0.908,0.908231,0.33403266
Plant,0.871,0.966049,0.23159114
Plant,0.9925,1.02777,0.4184068
Plant,0.996,1.00804,0.43023474
Plant,1.0025,1.06722,0.42306293
Plant,1.06,1.49008,0.55737704
Plant,0.988,1.0146,0.42781896
Plant,0.835,0.803254,0.56229046
Plant,0.9975,0.992955,0.50162612
Plant,0.9735,1.00897,0.36760563
Plant,0.967,1.00451,0.38232028
Plant,0.9215,0.944627,0.35465409
Plant,0.95,0.95858,0.36556005
Plant,0.9595,0.966841,0.38274016
Plant,0.9615,0.964867,0.38727231
Plant,0.9435,1.01269,0.37852216
Plant,0.9915,1.0157,0.41666666
Plant,0.9645,1.01818,0.36497847
Plant,1.0125,1.02851,0.536
Plant,0.99,1.01535,0.41718995
Plant,1.001,1.0265,0.53382624
Plant,0.921,0.953246,0.29070752
Plant,0.9845,0.970333,0.51171967
Plant,0.94,0.932533,0.43817012
Plant,0.9995,1.00786,0.47235524
Plant,0.9375,0.96187,0.46905601
Plant,0.9745,0.981786,0.36389331
Plant,0.879,0.844964,0.47558431
Plant,0.9495,0.97317,0.41384916
Plant,0.8785,0.867031,0.51734392
Plant,0.9595,0.960925,0.45267206
Plant,0.892,0.923247,0.25912464
Plant,0.9555,0.9549,0.48030227
Plant,1.0005,1.05889,0.43064633
Plant,0.948,0.948952,0.43812817
Plant,0.938,0.953222,0.4276887
Plant,0.953,0.974437,0.34725397
Plant,0.952,0.92951,0.55848954
Plant,1.009,1.03585,0.50711077
Plant,0.894,0.920694,0.27401778
Plant,0.95,1.03526,0.32051572
Plant,0.991,1.02194,0.41140096
Plant,1.0805,1.45195,0.5
Plant,0.867,0.913681,0.39514599
Plant,1.005,1.0357,0.50725163
Plant,1.003,1.05921,0.43410852
Plant,0.9775,1.02199,0.39853958
Plant,1.0585,1.55548,0.54874651
Plant,0.9975,1.06826,0.41949616
Plant,0.8895,0.923917,0.25306318
Plant,1.0005,1.07542,0.42515404
Plant,0.8865,0.923637,0.25008169
Plant,0.9765,0.992192,0.39449541
Plant,0.973,0.969578,0.49857737
Plant,0.988,1.29543,0.39136302
Plant,0.9885,1.03681,0.44477881
Plant,0.968,0.984406,0.37659688
Plant,0.9215,0.92059,0.36380195
Plant,0.957,0.972792,0.35460269
Plant,0.9795,1.00925,0.39273263
Plant,0.9725,0.996288,0.42166881
Plant,1.0015,1.06701,0.4308588
Plant,1.0025,1.06795,0.42883013
Plant,0.9935,1.06204,0.40929041
Plant,0.9905,1.01755,0.44155339
Plant,0.988,1.01693,0.42541222
Plant,0.9985,1.01442,0.45338983
Plant,1.002,1.0554,0.43483023
Plant,0.9515,0.91693,0.63115196
Plant,0.9675,0.950193,0.57313162
Plant,0.9905,1.00098,0.43370458
Plant,0.9815,0.9725,0.50834341
Plant,0.958,0.955824,0.45744509
Plant,0.9975,1.0661,0.41343012
Plant,0.969,0.970115,0.40441902
Plant,0.949,0.925874,0.6063876
Plant,0.899,0.848743,0.60945867
Plant,0.997,1.01289,0.45687645
Plant,0.985,0.964316,0.52227325
Plant,0.981,1.0009,0.41582432
Plant,0.953,0.926716,0.61191988
Plant,0.926,0.898088,0.65309476
Plant,0.9585,0.937519,0.60900932
Plant,0.985,0.997084,0.46614143
Plant,1.0035,1.058,0.44113424
Plant,0.9475,0.966797,0.33533135
Plant,0.997,1.02285,0.42164662
Plant,0.976,1.01215,0.39353197
Plant,0.942,0.92526,0.54021367
Plant,1.0625,1.42447,0.48088531
Plant,1.002,0.997701,0.47716392
Plant,0.981,1.20772,0.37471264
Plant,0.998,1.06866,0.40895848
Plant,0.975,0.977156,0.426904
Plant,0.954,0.993423,0.37844862
Plant,0.968,0.971836,0.38261172
Plant,0.983,0.972519,0.47523292
Plant,0.9785,0.965066,0.50632149
Plant,0.9955,1.02768,0.42075298
Plant,1.0005,1.05826,0.4351145
Plant,0.953,0.967408,0.34496835
Plant,1.005,1.06215,0.43863471
Plant,1.006,1.05764,0.46814092
Plant,1.0,1.06294,0.41981132
Plant,0.9955,1.0065,0.45936055
Plant,1.0065,1.05073,0.44251626
Plant,0.939,0.909274,0.65377738
Plant,0.945,0.909212,0.64184
Plant,0.9695,0.968595,0.52105571
Plant,0.987,1.00611,0.4805936
Plant,0.9885,1.01777,0.41961503
Plant,0.9525,0.9302,0.55793301
Plant,0.94,0.955856,0.34491305
Plant,0.935,0.954228,0.32441595
Plant,0.9875,0.978614,0.569542
Plant,0.9695,0.986166,0.39718781
Plant,0.9815,0.977259,0.43060649
Plant,0.9895,0.962146,0.53872196
Plant,0.959,0.967748,0.39006441
Plant,0.9755,1.01284,0.36831848
Plant,0.9575,0.97445,0.35836186
Plant,0.9775,0.96833,0.49900544
Plant,0.894,0.899362,0.30368233
Plant,1.001,1.06201,0.41940137
Plant,0.9245,0.904736,0.6540842
Plant,1.005,1.03496,0.52180339
Plant,0.991,1.02123,0.42792527
Plant,0.9445,0.920301,0.62860563
Plant,0.9995,0.992864,0.49329134
Plant,0.979,1.02175,0.39522801
Plant,0.948,0.916505,0.63529794
Plant,0.9265,0.894663,0.61887585
Plant,0.9085,0.909724,0.33183328
Plant,0.9455,0.949139,0.41886961
Plant,0.99,1.00339,0.44190791
Plant,0.981,1.01113,0.42104216
Plant,0.9815,0.974024,0.51014969
Plant,0.994,1.1047,0.4
Plant,0.995,1.00538,0.47226979
Plant,1.0,1.05933,0.42747813
Plant,0.9985,1.05576,0.43267831
Plant,0.95,0.969298,0.33472215
Plant,1.005,1.06006,0.44049798
Plant,1.0055,1.05038,0.44067796
Plant,0.998,1.06099,0.42774357
Plant,0.9525,0.945719,0.57415883
Plant,0.9225,0.971372,0.29324628
Plant,0.967,0.929495,0.61374644
Plant,1.007,1.01336,0.48544468
Plant,0.955,0.978959,0.34625756
Plant,0.9825,0.96096,0.52038401
Plant,1.0015,1.06234,0.42478197
Plant,0.9055,0.88314,0.68956727
Plant,0.93,0.900127,0.64769829
Plant,0.8115,0.747615,0.74850061
Plant,0.9665,0.9708,0.38496891
Plant,0.974,0.97294,0.43880731
Plant,0.992,0.978667,0.58073344
Plant,0.947,0.920182,0.64340219
Plant,0.958,0.971197,0.35678908
Plant,1.002,1.06,0.42914536
Plant,0.9265,0.90851,0.37918462
Plant,0.9585,0.972339,0.35140582
Plant,0.966,0.976009,0.38746045
Plant,0.9525,0.9713,0.36939958
Plant,1.004,1.06951,0.44167306
Plant,0.9975,1.05845,0.41273839
Plant,0.8915,0.864949,0.70387803
Plant,0.951,0.97542,0.33601568
Plant,0.9365,0.963808,0.35697928
Plant,0.996,1.05205,0.42976406
Plant,1.0035,1.01847,0.4393619
Plant,0.9995,1.06231,0.4265938
Plant,1.004,1.06131,0.44533236
Plant,0.974,1.00413,0.37583643
Plant,0.993,1.0074,0.43422712
Plant,0.9625,0.980249,0.39935889
Plant,0.939,0.906545,0.65935523
Plant,0.995,1.0655,0.40977713
Plant,0.9935,1.01957,0.42520699
Plant,0.9465,0.968877,0.33347417
Plant,0.961,0.966744,0.36833206
Plant,0.9915,1.01808,0.43666927
Plant,1.002,1.05994,0.43173565
Plant,0.992,1.00984,0.46320845
Plant,0.9255,0.974186,0.2962345
Plant,0.9315,0.90434,0.65384009
Plant,0.9325,0.923323,0.62763566
Plant,0.9465,0.956121,0.35367253
Plant,0.949,0.943198,0.50607629
Plant,0.9795,0.971848,0.47227489
Plant,0.97,0.975147,0.39150236
Plant,0.9895,1.02212,0.42044008
Plant,1.006,1.03255,0.51956124
Plant,0.951,0.934837,0.46167151
Plant,0.968,0.968031,0.42778925
Plant,0.9785,0.968799,0.4951969
Plant,0.9635,0.96618,0.39606373
Plant,0.863,0.808118,0.49253821
Plant,0.905,0.865108,0.6335889
Plant,0.978,0.968853,0.48315803
Plant,0.9935,1.00454,0.43722755
Plant,1.0035,1.06316,0.4377276
Plant,0.974,0.963395,0.52826739
Plant,0.956,0.972461,0.34696748
Plant,0.9675,0.97937,0.37534146
Plant,0.9565,0.973506,0.35509138
Plant,0.989,1.04579,0.39425325
Plant,0.987,1.02638,0.40933958
Plant,0.969,0.953612,0.45364639
Plant,0.992,1.01524,0.42229977
Plant,0.95,0.96113,0.4840816
Plant,0.925,0.900017,0.65193917
Plant,0.9085,0.928027,0.33759339
Plant,0.8885,0.95446,0.24826306
Plant,0.949,0.970168,0.33554745
Plant,0.905,0.886838,0.43560451
Plant,0.997,1.06251,0.42572463
Plant,0.9385,0.894299,0.61700962
Plant,0.95,0.965348,0.35641229
Plant,0.998,1.05975,0.42124408
Plant,0.9655,0.965634,0.42599475
Plant,0.963,0.967273,0.42493918
Plant,0.778,0.721764,0.73562849
Plant,1.009,1.27563,0.41935483
Plant,1.0955,1.89253,0.53043478
Plant,1.0075,1.03273,0.55621011
Plant,0.9805,1.13539,0.40014419
Plant,0.9695,1.1496,0.36289726
Plant,0.957,1.15138,0.36512667
Plant,1.0055,1.0571,0.530858
Plant,0.851,0.829941,0.57499227
Plant,0.9835,1.02022,0.41548771
Plant,0.897,0.841605,0.56666045
Plant,0.918,0.873049,0.6449554
Plant,0.9865,0.971595,0.50558301
Plant,0.9855,0.979623,0.45058664
Plant,0.8995,0.865078,0.71137748
Plant,0.8045,0.737898,0.74456116
Plant,0.979,0.964729,0.47311181
Plant,0.98,0.973883,0.43609614
Plant,1.074,1.68103,0.56790123
Plant,1.0295,1.17642,0.58258642
Plant,0.9845,0.95365,0.54046914
Plant,0.987,0.967901,0.47776628
Plant,0.956,0.906133,0.53782482
Plant,0.988,1.00981,0.44086021
Plant,0.981,1.11687,0.39512555
Plant,0.955,0.926925,0.63159811
Plant,0.9605,0.972191,0.37566977
Plant,0.9875,0.990877,0.46117763
Plant,0.8055,0.816556,0.33579075
Plant,0.9425,0.926416,0.55053209
Plant,0.9865,0.972209,0.50485095
Plant,0.9905,1.13952,0.40958605
Plant,0.9325,0.895218,0.67745387
Plant,0.924,0.968962,0.29033495
Plant,0.985,1.01895,0.41395082
Plant,0.9985,1.04678,0.42824074
Plant,0.999,1.00829,0.43410404
Plant,0.9305,0.908401,0.63434949
Plant,0.9485,0.921627,0.62622259
Plant,0.9255,0.88298,0.61006005
Plant,0.9595,0.927473,0.52474966
Plant,0.8505,0.895963,0.38433629
Plant,1.032,1.24128,0.54672245
Plant,0.977,1.02811,0.42977743
Plant,0.9505,1.14954,0.34595397
Plant,0.974,1.15077,0.37463556
Plant,0.959,1.13497,0.35441176
Plant,0.992,0.984227,0.54132935
Plant,0.9785,0.967924,0.48398727
Plant,0.904,0.865526,0.63444363
Plant,0.9845,0.966069,0.49142937
Plant,0.8695,0.924843,0.27233288
Plant,0.964,0.956001,0.54452625
Plant,0.972,0.965638,0.49913032
Plant,0.991,1.06321,0.40677966
Plant,0.956,0.964247,0.37851163
Plant,0.999,1.05943,0.4226691
Plant,0.983,0.973096,0.45552461
Plant,0.97,0.941703,0.57804912
Plant,1.0705,1.48354,0.55492957
Plant,0.8495,0.904842,0.25281803
Plant,0.9795,0.951889,0.55202159
Plant,0.991,0.959974,0.54300977
Plant,0.99,1.01025,0.44105984
Plant,0.9995,1.05854,0.43925574
Plant,0.996,1.02446,0.43204633
Plant,0.993,1.00457,0.45117845
Plant,0.9775,0.989461,0.40736694
Plant,0.995,1.02393,0.41441274
Plant,0.956,0.915167,0.5748241
Plant,0.9935,1.0104,0.4325023
Plant,0.978,1.1579,0.39925925
Plant,0.998,1.04557,0.43737574
Plant,0.995,1.00287,0.45662272
Plant,0.953,1.00109,0.34499632
Plant,0.9715,0.999235,0.38042509
Plant,0.9545,0.969072,0.35322943
Plant,0.9455,0.952926,0.36007473
Plant,0.9315,0.908906,0.63330362
Plant,0.929,0.906777,0.63640326
Plant,0.9395,0.95098,0.34495705
Plant,0.993,0.998066,0.46120481
Plant,0.9265,0.948951,0.45791114
Plant,1.026,1.14296,0.56550951
Plant,0.9485,0.986203,0.33724832
Plant,0.98,1.12803,0.39748334
Plant,0.9705,1.16127,0.37020648
Plant,0.972,1.18981,0.3788774
Plant,0.9755,1.20504,0.37322363
Plant,0.983,0.951835,0.57318364
Plant,0.949,0.927651,0.47227733
Plant,0.903,0.867311,0.4244124
Plant,0.914,0.93286,0.2983128
Plant,0.9605,0.996388,0.36713922
Plant,1.0035,1.06863,0.42164314
Plant,0.9835,0.976391,0.47090403
Plant,1.0075,1.06232,0.46201311
Plant,0.957,0.975519,0.35161815
Plant,0.994,1.0664,0.40570809
Plant,0.973,1.00169,0.36359051
Plant,0.9825,0.976167,0.47468176
Plant,1.038,1.35695,0.59033078
Plant,0.9605,0.99997,0.35360971
Plant,0.9875,0.976791,0.47023185
Plant,0.9875,0.981808,0.43007256
Plant,0.9605,0.981824,0.34919849
Plant,0.969,0.936909,0.57096029
Plant,0.9605,1.14519,0.36026686
Plant,1.004,1.0251,0.48742454
Plant,0.9605,0.955164,0.37323022
Plant,0.8825,0.898339,0.38732832
Plant,1.045,1.34739,0.48222565
Plant,0.936,0.94355,0.35215289
Plant,0.9265,0.963762,0.3059258
Plant,0.9895,1.00035,0.45178248
Plant,0.9825,0.958803,0.53782228
Plant,0.906,0.88554,0.57472399
Plant,0.955,0.930603,0.61303828
Plant,0.984,1.01996,0.38970304
Plant,0.8385,0.816475,0.44062088
Plant,0.979,1.0037,0.39967832
Plant,0.955,0.92967,0.60683495
Plant,0.9795,0.984379,0.49526841
Plant,0.911,0.863755,0.50455023
Plant,0.9085,0.876494,0.42771136
Plant,0.9805,0.958005,0.55148642
Plant,1.028,1.32389,0.4591961
Plant,0.983,0.989667,0.43657013
Plant,0.968,1.17558,0.36047372
Plant,0.9795,1.21985,0.37413925
Plant,0.988,1.13111,0.41002949
Plant,0.98,1.17243,0.39229249
Plant,0.9935,0.989474,0.57090826
Plant,0.9535,0.920787,0.62257873
Plant,0.991,0.975341,0.5412217
Plant,0.849,0.797497,0.61942418
Plant,0.984,0.977724,0.44592248
Plant,0.874,0.901105,0.30385593
Plant,0.9655,0.940502,0.4518315
Plant,0.985,0.964963,0.51221722
Plant,0.976,0.947379,0.55250248
Plant,0.9605,0.935698,0.51485436
Plant,0.983,0.969731,0.474306
Plant,1.062,1.4164,0.50773195
Plant,1.0075,1.06904,0.51359671
Plant,0.9875,0.975538,0.46523076
Plant,0.9855,0.967853,0.50504276
Plant,1.0015,1.30814,0.39880059
Plant,0.9995,1.06588,0.42363636
Plant,0.9585,0.976669,0.49553123
Plant,0.9625,0.938321,0.48637346
Plant,0.9785,0.976801,0.41740484
Plant,0.983,1.01384,0.44224598
Protozoa,0.7545,0.783272,0.19727258
Protozoa,0.828,0.872919,0.20996284
Protozoa,0.81,0.853911,0.19687604
Protozoa,0.784,0.81561,0.19469414
Protozoa,0.996,1.00055,0.44764203
Protozoa,1.0105,1.006,0.50390757
Protozoa,0.9675,0.990251,0.40160531
Protozoa,0.9955,1.02825,0.40980348
Protozoa,0.9835,1.01959,0.4138812
Protozoa,1.08,1.55548,0.53
Protozoa,0.9835,0.998493,0.48044344
Protozoa,0.985,0.978061,0.57436542
Protozoa,0.968,0.969592,0.50168189
Protozoa,0.991,1.00268,0.4370712
Protozoa,0.9525,0.963673,0.35298401
Protozoa,0.985,0.973844,0.49483448
Protozoa,0.967,0.972407,0.38556032
Protozoa,0.9735,1.06802,0.38329322
Protozoa,0.9505,0.974664,0.48100757
Protozoa,1.0255,1.10235,0.50735863
Protozoa,0.9905,1.02234,0.40870845
Protozoa,0.997,0.990682,0.46441281
Protozoa,0.9895,1.02178,0.42954324
Protozoa,0.9335,0.921073,0.55133226
Protozoa,0.9365,0.956874,0.40404008
Protozoa,0.995,1.00247,0.45161657
Protozoa,0.79,0.839728,0.17781162
Protozoa,0.9875,1.0191,0.41336157
Protozoa,0.965,0.967217,0.52054906
Protozoa,0.9495,0.910586,0.63649851
Protozoa,0.9525,0.9844,0.33039067
Protozoa,1.0095,1.03034,0.49495848
Protozoa,0.9945,1.00374,0.4405581
Protozoa,1.006,1.06708,0.49203734
Protozoa,0.9315,0.994702,0.31121281
Protozoa,0.966,0.973051,0.37565968
Protozoa,0.946,0.969775,0.33312374
Protozoa,0.9575,0.969732,0.35430932
Protozoa,0.9585,0.928901,0.61486345
Protozoa,0.8945,0.967761,0.27153341
Protozoa,0.908,0.884089,0.68113718
Protozoa,0.9715,0.965046,0.46306154
Protozoa,0.988,1.03711,0.40393974
Protozoa,0.958,0.964313,0.41676125
Protozoa,1.0025,1.05376,0.4377947
Protozoa,1.0025,1.01098,0.47380865
Protozoa,1.061,1.46928,0.56233421
Protozoa,0.9865,1.00697,0.43680368
Protozoa,0.9855,1.00597,0.48776508
Protozoa,0.972,1.01892,0.40797253
Protozoa,0.955,0.979104,0.36307053
Protozoa,0.951,0.961331,0.34635013
Protozoa,0.9945,0.994035,0.44064885
Protozoa,0.9685,0.963048,0.49367601
Protozoa,0.9805,0.975937,0.43886211
Protozoa,1.008,1.06609,0.48350398
Protozoa,0.9945,1.004,0.44388631
Protozoa,0.984,0.997615,0.45362592
Protozoa,0.954,0.996636,0.31959882
Protozoa,0.986,1.03765,0.43430987
Protozoa,0.968,1.00989,0.3953037
Protozoa,0.9635,0.980655,0.40006181
Protozoa,0.998,1.01367,0.46680696
Protozoa,0.996,0.998242,0.44526644
Protozoa,0.9635,0.96626,0.40678554
Protozoa,0.9465,0.969534,0.34511967
Protozoa,0.992,1.04525,0.41136363
Protozoa,0.9195,0.938134,0.40685551
Protozoa,0.9365,0.95525,0.39015258
Protozoa,0.963,0.983888,0.35876178
Protozoa,0.955,0.969002,0.35378447
Protozoa,1.0015,1.06669,0.42649199
Protozoa,0.8965,0.925666,0.28625954
Protozoa,0.9675,0.95863,0.50869268
Protozoa,0.939,0.948618,0.33352078
Protozoa,0.8915,0.949155,0.26792452
Protozoa,0.924,0.954388,0.36557161
Protozoa,0.9675,0.970551,0.38641952
Protozoa,0.998,1.05819,0.42820606
Protozoa,0.9915,1.00896,0.4361688
Protozoa,0.968,0.93583,0.53759177
Protozoa,0.9525,0.950439,0.64283252
Protozoa,1.0005,1.05891,0.42841648
Protozoa,0.985,1.01367,0.41116458
Protozoa,0.99,1.00225,0.44910071
Protozoa,0.992,1.01785,0.45060425
Protozoa,0.9985,1.02454,0.42759026
Protozoa,1.0035,1.06212,0.4363702
Protozoa,0.972,0.979047,0.39696087
Protozoa,0.9665,0.997189,0.42124684
Protozoa,0.952,0.966666,0.40702346
Protozoa,0.976,1.00837,0.36961575
Protozoa,0.881,0.991669,0.22652014
Protozoa,0.991,1.01181,0.44557888
Protozoa,0.78,0.847879,0.18269947
Protozoa,1.0045,1.05903,0.43549562
Protozoa,0.903,0.908179,0.30887678
Protozoa,0.882,0.974209,0.24929525
Protozoa,0.988,0.987852,0.53793545
Protozoa,0.99,1.01252,0.43307392
Protozoa,1.016,1.05551,0.49685301
Protozoa,0.995,0.999177,0.47516121
Protozoa,0.9615,1.01767,0.38637783
Protozoa,0.993,1.01566,0.44103956
Protozoa,0.946,0.968279,0.34345279
Protozoa,0.957,0.960423,0.38118811
Protozoa,0.9985,1.04787,0.44428364
Protozoa,0.951,0.952355,0.46173281
Protozoa,0.87,0.821557,0.5360991
Protozoa,0.9785,1.01769,0.46103613
Protozoa,0.956,0.97323,0.35187686
Protozoa,0.9835,0.977334,0.4668773
Protozoa,1.002,1.058,0.43368268
Protozoa,0.9785,1.00113,0.43059711
Protozoa,0.947,0.966487,0.40682554
Protozoa,0.9535,0.963006,0.36221868
Protozoa,0.9495,0.967517,0.33475764
Protozoa,0.908,0.899751,0.34238456
Protozoa,0.979,0.976476,0.4889748
Protozoa,1.091,1.60838,0.63636363
Protozoa,0.9115,0.904665,0.33173406
Protozoa,0.979,0.974612,0.50768732
Protozoa,0.903,0.951589,0.28382129
Protozoa,1.0625,1.2966,0.55388471
Protozoa,0.908,0.908231,0.33403266
Protozoa,0.871,0.966049,0.23159114
Protozoa,0.9925,1.02777,0.4184068
Protozoa,0.996,1.00804,0.43023474
Protozoa,1.0025,1.06722,0.42306293
Protozoa,1.06,1.49008,0.55737704
Protozoa,0.988,1.0146,0.42781896
Protozoa,0.835,0.803254,0.56229046
Protozoa,0.9975,0.992955,0.50162612
Protozoa,0.9735,1.00897,0.36760563
Protozoa,0.967,1.00451,0.38232028
Protozoa,0.9215,0.944627,0.35465409
Protozoa,0.95,0.95858,0.36556005
Protozoa,0.9595,0.966841,0.38274016
Protozoa,0.9615,0.964867,0.38727231
Protozoa,0.9435,1.01269,0.37852216
Protozoa,0.9915,1.0157,0.41666666
Protozoa,0.9645,1.01818,0.36497847
Protozoa,1.0125,1.02851,0.536
Protozoa,0.99,1.01535,0.41718995
Protozoa,1.001,1.0265,0.53382624
Protozoa,0.921,0.953246,0.29070752
Protozoa,0.9845,0.970333,0.51171967
Protozoa,0.94,0.932533,0.43817012
Protozoa,0.9995,1.00786,0.47235524
Protozoa,0.9375,0.96187,0.46905601
Protozoa,0.9745,0.981786,0.36389331
Protozoa,0.879,0.844964,0.47558431
Protozoa,0.9495,0.97317,0.41384916
Protozoa,0.8785,0.867031,0.51734392
Protozoa,0.9595,0.960925,0.45267206
Protozoa,0.892,0.923247,0.25912464
Protozoa,0.9555,0.9549,0.48030227
Protozoa,1.0005,1.05889,0.43064633
Protozoa,0.948,0.948952,0.43812817
Protozoa,0.938,0.953222,0.4276887
Protozoa,0.953,0.974437,0.34725397
Protozoa,0.952,0.92951,0.55848954
Protozoa,1.009,1.03585,0.50711077
Protozoa,0.894,0.920694,0.27401778
Protozoa,0.95,1.03526,0.32051572
Protozoa,0.991,1.02194,0.41140096
Protozoa,1.0805,1.45195,0.5
Protozoa,0.867,0.913681,0.39514599
Protozoa,1.005,1.0357,0.50725163
Protozoa,1.003,1.05921,0.43410852
Protozoa,0.9775,1.02199,0.39853958
Protozoa,1.0585,1.55548,0.54874651
Protozoa,0.9975,1.06826,0.41949616
Protozoa,0.8895,0.923917,0.25306318
Protozoa,1.0005,1.07542,0.42515404
Protozoa,0.8865,0.923637,0.25008169
Protozoa,0.9765,0.992192,0.39449541
Protozoa,0.973,0.969578,0.49857737
Protozoa,0.988,1.29543,0.39136302
Protozoa,0.9885,1.03681,0.44477881
Protozoa,0.968,0.984406,0.37659688
Protozoa,0.9215,0.92059,0.36380195
Protozoa,0.957,0.972792,0.35460269
Protozoa,0.9795,1.00925,0.39273263
Protozoa,0.9725,0.996288,0.42166881
Protozoa,1.0015,1.06701,0.4308588
Protozoa,1.0025,1.06795,0.42883013
Protozoa,0.9935,1.06204,0.40929041
Protozoa,0.9905,1.01755,0.44155339
Protozoa,0.988,1.01693,0.42541222
Protozoa,0.9985,1.01442,0.45338983
Protozoa,1.002,1.0554,0.43483023
Protozoa,0.9515,0.91693,0.63115196
Protozoa,0.9675,0.950193,0.57313162
Protozoa,0.9905,1.00098,0.43370458
Protozoa,0.9815,0.9725,0.50834341
Protozoa,0.958,0.955824,0.45744509
Protozoa,0.9975,1.0661,0.41343012
Protozoa,0.969,0.970115,0.40441902
Protozoa,0.949,0.925874,0.6063876
Protozoa,0.899,0.848743,0.60945867
Protozoa,0.997,1.01289,0.45687645
Protozoa,0.985,0.964316,0.52227325
Protozoa,0.981,1.0009,0.41582432
Protozoa,0.953,0.926716,0.61191988
Protozoa,0.926,0.898088,0.65309476
Protozoa,0.9585,0.937519,0.60900932
Protozoa,0.985,0.997084,0.46614143
Protozoa,1.0035,1.058,0.44113424
Protozoa,0.9475,0.966797,0.33533135
Protozoa,0.997,1.02285,0.42164662
Protozoa,0.976,1.01215,0.39353197
Protozoa,0.942,0.92526,0.54021367
Protozoa,1.0625,1.42447,0.48088531
Protozoa,1.002,0.997701,0.47716392
Protozoa,0.981,1.20772,0.37471264
Protozoa,0.998,1.06866,0.40895848
Protozoa,0.975,0.977156,0.426904
Protozoa,0.954,0.993423,0.37844862
Protozoa,0.968,0.971836,0.38261172
Protozoa,0.983,0.972519,0.47523292
Protozoa,0.9785,0.965066,0.50632149
Protozoa,0.9955,1.02768,0.42075298
Protozoa,1.0005,1.05826,0.4351145
Protozoa,0.953,0.967408,0.34496835
Protozoa,1.005,1.06215,0.43863471
Protozoa,1.006,1.05764,0.46814092
Protozoa,1.0,1.06294,0.41981132
Protozoa,0.9955,1.0065,0.45936055
Protozoa,1.0065,1.05073,0.44251626
Protozoa,0.939,0.909274,0.65377738
Protozoa,0.945,0.909212,0.64184
