Domain,DNA,AA,GC,L_DNA,L_AA
Viral,0.966,0.973648,0.38105645,0.0009503778,0.0004732867
Viral,0.9835,0.967911,0.50724628,0.0037471552,0.0027489774
Viral,0.954,0.974602,0.38199865,0.000484073,0.0002439917
Viral,0.958,0.937922,0.61235006,0.0014083239,0.001277895
Viral,0.9655,0.976273,0.39337534,0.001024504,0.0004569324
Viral,0.9695,0.970089,0.39598828,0.0041621071,0.0022059549
Viral,0.9775,0.965294,0.53364767,0.0008385878,0.0006112399
Viral,0.9785,0.95249,0.51263194,0.0019464776,0.0014256274
Viral,0.9135,0.895701,0.66479959,0.0017201447,0.0016191908
Viral,0.9735,0.963847,0.51757359,0.0009818852,0.0006265773
Viral,0.9575,0.949838,0.570026,0.0010297845,0.0008024491
Viral,0.9855,0.974533,0.44615944,0.0035783565,0.0022545304
Viral,0.956,0.969904,0.34729842,0.0010764074,0.0005155238
Viral,0.9235,0.88901,0.65956786,0.0016921659,0.0016490716
Viral,0.956,0.962952,0.40716845,0.0047206567,0.0025737882
Viral,0.953,0.960977,0.53851123,0.0007359321,0.0005627619
Viral,0.945,0.940398,0.6042695,0.0009530806,0.0008133288
Viral,0.9135,0.895474,0.66494525,0.001696095,0.0015979191
Viral,0.9475,0.912782,0.64014175,0.0012922545,0.0012050946
Viral,0.983,0.966014,0.51972043,0.0010133175,0.0006911031
Viral,0.9685,0.969286,0.41284932,0.0012161012,0.0006733139
Viral,0.8925,0.880985,0.38839114,0.0030055422,0.001456135
Viral,0.947,0.963053,0.35503835,0.0033602071,0.0017374742
Viral,0.98,0.96082,0.54700117,0.0021167528,0.0016505065
Viral,0.938,0.91892,0.64034075,0.0015393587,0.0014490026
Viral,0.9235,0.894168,0.65911041,0.0012541153,0.001206418
Viral,0.9575,0.928006,0.61413956,0.0013111489,0.0011896318
Viral,0.979,0.969244,0.50525113,0.0012271876,0.0008546743
Viral,0.911,0.949656,0.28934666,0.0012184786,0.0004993088
Viral,0.902,0.883614,0.68908634,0.0018053324,0.0017413469
Viral,0.929,0.961026,0.31082357,0.0040538957,0.0017705729
Viral,0.8945,0.880346,0.69209949,0.0014146554,0.0013935734
Viral,0.985,0.959776,0.54152999,0.0010909974,0.0007563393
Viral,0.9625,0.970326,0.36441022,0.0014140798,0.0006812821
Viral,0.956,0.970746,0.34738011,0.001080837,0.0005201766
Viral,0.973,0.984455,0.45685398,0.000212869,0.0001402099
Viral,0.9645,0.975621,0.39313338,0.0010321369,0.0004711136
Viral,0.978,0.958647,0.54544419,0.0010986303,0.0008214084
Viral,0.958,0.968362,0.39760642,0.0022709114,0.0011454862
Viral,0.9695,0.957165,0.52258982,0.0055779387,0.0044419578
Viral,0.976,0.962448,0.52564914,0.001027407,0.0006761418
Viral,0.9735,0.961361,0.52491726,0.0010435236,0.0006908802
Viral,0.985,0.965027,0.52394193,0.0011430009,0.0007958043
Viral,0.9635,0.974787,0.38413231,0.0006854302,0.0003715527
Viral,0.946,0.914001,0.63506278,0.0013274157,0.0012285952
Viral,0.9405,0.920967,0.55244816,0.0017234732,0.0014378583
Viral,0.946,0.910652,0.63991096,0.0012705071,0.0011859959
Viral,0.976,0.964904,0.50769167,0.0012201053,0.0008666963
Viral,0.9675,0.966375,0.39646507,0.0042675656,0.0022799674
Viral,0.9695,0.969826,0.50742157,0.0008177163,0.0005452374
Viral,0.963,0.97712,0.37599785,0.0011223047,0.0005501131
Viral,0.985,0.960694,0.53749229,0.001096353,0.00075822
Viral,0.955,0.969309,0.34585699,0.0010797359,0.0005119298
Viral,0.9515,0.970943,0.349666,0.0007043246,0.0003101891
Viral,0.9685,0.976288,0.38106079,0.0007034988,0.0003872245
Viral,1.0,0.988485,0.57498552,0.0001296584,9.1927e-05
Viral,0.991,0.984102,0.52511444,0.000393605,0.0002933333
Viral,0.9315,0.969973,0.31654322,0.0007129585,0.0002754884
Viral,0.9685,0.961489,0.53499046,0.0018373904,0.0014195258
Viral,0.973,0.962734,0.53839658,0.0010372922,0.0007035012
Viral,0.9185,0.944628,0.53715399,0.0010659216,0.0009105493
Viral,0.9675,0.95193,0.55724463,0.0016544772,0.0014065287
Viral,0.9845,0.974259,0.44707558,0.0014932863,0.0009013831
Viral,0.9745,0.978113,0.40158654,0.0011073142,0.0006176757
Viral,0.9585,0.972028,0.35446315,0.0012854475,0.0006286251
Viral,0.9675,0.930257,0.61017659,0.0027478521,0.002424036
Viral,0.947,0.948428,0.38773019,0.0040604775,0.001921356
Viral,0.9655,0.975031,0.40620627,0.0010016305,0.0005131835
Viral,0.923,0.895971,0.65613119,0.0012375732,0.0011626346
Viral,0.9775,0.965294,0.53364767,0.0008385878,0.0006112399
Viral,0.9535,0.963239,0.39028157,0.0007776751,0.000400528
Viral,0.9085,0.886627,0.67300797,0.0015285977,0.0014804019
Viral,0.8875,0.878127,0.68521177,0.0011155477,0.0011212472
Viral,0.948,0.959722,0.35888781,0.0032770966,0.0014178124
Viral,0.985,0.979076,0.43642257,0.0011425004,0.000685517
Viral,0.957,0.967676,0.39003342,0.0021865496,0.0010699275
Viral,0.9805,0.961209,0.50797557,0.0018811103,0.0013164963
Viral,0.983,0.9692,0.47725479,0.0077381612,0.0049593901
Viral,0.9495,0.966668,0.34699521,0.0008053786,0.0003477317
Viral,0.997,0.999199,0.44416822,0.0002415986,0.0001336765
Viral,0.9785,1.0147,0.39395982,0.000185616,9.57021e-05
Viral,0.9405,0.969444,0.34974026,0.0009731512,0.0004440328
Viral,0.9755,0.962123,0.42691068,0.0008696948,0.0004701384
Viral,0.94,0.958314,0.33336282,0.0005658071,0.0002326941
Viral,0.983,0.972382,0.44428839,0.0015324516,0.0009217912
Viral,0.995,1.03028,0.40056219,0.0001068349,5.93158e-05
Viral,0.948,0.909598,0.63750365,0.0012851972,0.0011697948
Viral,0.987,1.02179,0.40151969,0.0001251538,6.9903e-05
Viral,0.961,0.954739,0.54953162,0.0018113135,0.0014112233
Viral,0.9575,0.935508,0.61688057,0.0014682856,0.0013427691
Viral,0.9585,0.937273,0.61066835,0.0014633055,0.0013232665
Viral,0.9225,0.891798,0.66193517,0.001250011,0.0012026567
Viral,0.925,0.895527,0.65743047,0.0012554166,0.0012125056
Viral,0.965,0.933387,0.59982098,0.0012302157,0.0010758061
Viral,0.96,0.936907,0.61440185,0.0014221131,0.0012910872
Viral,0.9755,0.966824,0.53011805,0.0007440905,0.000529301
Viral,0.9115,0.950615,0.28932533,0.0012474584,0.0005192572
Viral,0.889,0.877538,0.68580868,0.0011134455,0.001119297
Viral,0.962,0.93079,0.59291455,0.0019086887,0.0016246655
Viral,0.978,0.977068,0.41858139,0.0009508533,0.0005464215
Viral,0.896,0.882077,0.69208298,0.0014306719,0.0014098999
Viral,0.9465,0.968533,0.33981789,0.0010471523,0.0004819097
Viral,0.9935,0.999597,0.44050416,0.000234291,0.0001324367
Viral,0.993,1.00803,0.45543328,0.0001819372,0.0001085878
Viral,1.001,1.00263,0.49449225,0.0001453996,0.0001061639
Viral,0.9625,0.960674,0.38490834,0.0010184979,0.000509687
Viral,0.953,0.963849,0.35429381,0.004182403,0.0020202064
Viral,0.969,0.971462,0.43180743,0.004446775,0.0027949618
Viral,0.9565,0.93349,0.62195351,0.0010637945,0.0009438152
Viral,0.956,0.969779,0.34828945,0.0010731291,0.000500674
Viral,0.9685,0.956623,0.52056874,0.0056040656,0.0043858182
Viral,0.924,0.960063,0.34320863,0.0049391065,0.0022564946
Viral,0.9875,0.999393,0.41505811,0.0002476298,0.0001380367
Viral,0.9705,0.973836,0.41178608,0.0040623545,0.0024895508
Viral,0.975,0.957324,0.54551284,0.0011316142,0.0008113924
Viral,0.9845,0.979119,0.44878841,0.0009697727,0.0005700058
Viral,0.907,0.882892,0.68232153,0.00145312,0.0014017924
Viral,0.949,0.910424,0.63531829,0.0012666532,0.0011509469
Viral,0.9515,0.919581,0.62642067,0.0013035411,0.0012106528
Viral,0.966,0.933921,0.5927591,0.0018925972,0.0013814957
Viral,0.9315,0.900789,0.64685715,0.0038468077,0.0035866706
Viral,0.9475,0.909206,0.63922659,0.0012865486,0.0011780695
Viral,0.959,0.937761,0.6133559,0.0014338001,0.0012915329
Viral,0.9785,0.969023,0.50610569,0.0012378235,0.0008726446
Viral,0.978,0.977915,0.42730023,0.0011249574,0.0007102992
Viral,0.9835,0.963383,0.52020777,0.0011418247,0.000784047
Viral,0.953,0.966921,0.34785008,0.0042615344,0.0019948809
Viral,0.9645,0.980134,0.3847649,0.0010815127,0.0005249547
Viral,0.9265,0.901263,0.6445272,0.0014984917,0.0014285806
Viral,0.914,0.896212,0.66450121,0.0017104097,0.0016109022
Viral,0.9675,0.962947,0.48443508,0.0010217762,0.0006326788
Viral,0.9675,0.970183,0.41309557,0.0012532394,0.0006773955
Viral,0.966,0.971117,0.40445355,0.0042627857,0.0025308267
Viral,0.9455,0.9138,0.63539562,0.0013255387,0.0012250847
Viral,0.909,0.949507,0.28691758,0.0011735824,0.0005093805
Viral,0.9205,0.950092,0.30688799,0.0010387437,0.0004710439
Viral,0.9115,0.947241,0.28919727,0.0011126697,0.0004841943
Viral,0.977,0.962396,0.51687833,0.0009793326,0.0006215205
Viral,0.986,0.975913,0.43862248,0.0015202391,0.0009157872
Viral,0.9965,0.986948,0.46682967,0.0003889251,0.0002331538
Viral,0.951,0.937376,0.6091073,0.0011101421,0.0009824861
Viral,1.0015,1.05417,0.44261119,6.97718e-05,4.34908e-05
Viral,0.971,0.967913,0.51722555,0.0008179415,0.0005558524
Viral,0.986,0.978919,0.45638998,0.0008547544,0.0005402782
Viral,0.948,0.971585,0.33289894,0.0010177971,0.0004463452
Viral,0.981,0.955711,0.4935502,0.0023493921,0.0015365415
Viral,0.9485,0.909146,0.63853925,0.001310273,0.00118158
Viral,0.958,0.966159,0.37203314,0.003693525,0.0017125387
Viral,0.9785,0.977384,0.41592717,0.0010942258,0.0006300878
Viral,0.9405,0.910595,0.5485316,0.0012066414,0.0009541516
Viral,0.9505,0.91743,0.63387307,0.0013245377,0.0012298768
Viral,0.9595,0.961617,0.4080178,0.003451501,0.0016719315
Viral,0.969,0.96572,0.4842009,0.0010129672,0.0006233594
Viral,0.962,0.976564,0.42061849,0.0008950208,0.0004924689
Viral,0.9665,0.970598,0.40418096,0.0042749482,0.0025067549
Viral,0.921,0.89512,0.66693065,0.0015167855,0.0014660674
Viral,0.921,0.946668,0.30892685,0.0010400701,0.0004741365
Viral,0.9175,0.954211,0.29611708,0.0008327067,0.0003688363
Viral,0.9595,0.954671,0.56017316,0.0011272848,0.0009382709
Viral,0.9845,0.976107,0.43214273,0.0014965897,0.0008814486
Viral,0.9155,0.94454,0.30424733,0.0035623651,0.0013863853
Viral,0.942,0.964743,0.32901758,0.0010785596,0.0004798201
Viral,0.966,0.977423,0.38267893,0.0006909108,0.0003737955
Viral,0.9185,0.956461,0.30048786,0.0007797022,0.0003516043
Viral,0.977,0.971831,0.45049157,0.0008552799,0.0004910202
Viral,0.9705,0.940304,0.58722187,0.0019087388,0.0014068909
Viral,0.949,0.910044,0.63741912,0.0012803422,0.0011534962
Viral,0.9575,0.934941,0.61832219,0.0014456373,0.0013141281
Viral,0.919,0.892004,0.6718316,0.0014778204,0.0014228274
Viral,0.952,0.919105,0.6258667,0.0013318452,0.0012010965
Viral,0.922,0.902071,0.65669928,0.0015700653,0.0015108259
Viral,0.9565,0.965271,0.36881382,0.0010194488,0.0004984172
Viral,0.9805,0.979041,0.42071631,0.000932109,0.0005527738
Viral,0.9195,0.904992,0.42827498,0.0029064402,0.0013608369
Viral,0.952,0.965922,0.34559934,0.0040566986,0.00184446
Viral,0.9705,0.949817,0.46031567,0.004234932,0.0019893227
Viral,0.9135,0.871123,0.68393402,0.0014671845,0.0014324533
Viral,0.9455,0.965737,0.34111803,0.0008111846,0.0003557835
Viral,0.915,0.896198,0.66460691,0.0017090833,0.0016075032
Viral,0.9815,0.968799,0.46862296,0.0014651574,0.0008673371
Viral,0.968,0.966753,0.39302998,0.0042662142,0.0022418397
Viral,0.956,0.934416,0.61523164,0.001434676,0.0013018136
Viral,0.908,0.950536,0.29188023,0.0008934942,0.0003957081
Viral,0.921,0.955939,0.30250258,0.0008219957,0.00037289
Viral,0.91,0.948066,0.28870477,0.0013078706,0.0005636535
Viral,0.971,0.972984,0.41816938,0.0006952903,0.0004103769
Viral,0.993,1.12222,0.4229309,3.29589e-05,2.04499e-05
Viral,0.9155,0.896527,0.6632715,0.0017297296,0.0016346397
Viral,0.9865,0.976055,0.450849,0.0009859894,0.0005752297
Viral,0.96,0.988471,0.36364124,0.0004657041,0.0002324294
Viral,0.931,0.910886,0.64233447,0.001556126,0.0014331916
Viral,0.9535,0.974739,0.35509286,0.0010577132,0.0004693444
Viral,0.949,0.911437,0.63648064,0.0013027153,0.0011806466
Viral,0.9405,0.948117,0.37690152,0.0041900859,0.0020117367
Viral,0.9665,0.934725,0.59786325,0.0012367974,0.0010860172
Viral,0.9515,0.957735,0.54041547,0.0007408872,0.000576971
Viral,0.9755,0.96611,0.41983537,0.0019336394,0.0010295989
Viral,0.9585,0.97088,0.35872056,0.0009607885,0.0004919257
Viral,0.979,0.978253,0.41844349,0.0008920177,0.0005143397
Viral,0.946,0.915092,0.63418618,0.0013175305,0.0012149016
Viral,0.9465,0.91073,0.64002831,0.0012726593,0.0011887542
Viral,0.959,0.961845,0.40769889,0.0034755007,0.0016745922
Viral,0.9305,0.946212,0.54635049,0.0010817379,0.0009118588
Viral,0.9135,0.895576,0.66520431,0.0017227474,0.001620166
Viral,0.931,0.900631,0.64680803,0.0038389746,0.0035722665
Viral,0.967,0.970305,0.41093998,0.0013048174,0.0006925379
Viral,0.9665,0.970615,0.40221871,0.0042929417,0.0024952345
Viral,0.9675,0.929689,0.61153443,0.0027719519,0.0024511446
Viral,0.925,0.901911,0.66240842,0.0010931246,0.0010542836
Viral,0.911,0.948735,0.29383972,0.0012341697,0.0005402086
Viral,0.978,0.969659,0.50278317,0.0009666195,0.0005969472
Viral,0.9625,0.970209,0.3735922,0.0009577103,0.0004272048
Viral,0.9795,0.976516,0.44616247,0.003924863,0.0024954991
Viral,0.9465,0.912776,0.63472096,0.0013309693,0.0012308659
Viral,0.997,1.02049,0.43114131,0.0001252038,7.22154e-05
Viral,0.9735,0.992923,0.37233054,0.0003773382,0.0001740469
Viral,0.9735,0.961871,0.538395,0.0010415716,0.000728367
Viral,0.9695,0.975361,0.40285637,0.0008358349,0.0003856364
Viral,0.981,0.969609,0.50639372,0.0009022032,0.0005692675
Viral,1.005,0.995972,0.49367235,0.0002155468,0.0001350417
Viral,0.9775,0.993971,0.43293909,0.000311045,0.0001755236
Viral,1.0215,1.14462,0.45785123,3.02812e-05,1.75941e-05
Viral,1.0175,1.08873,0.45565927,4.28941e-05,2.68579e-05
Viral,0.9525,0.918331,0.63017826,0.0018854148,0.0017054203
Viral,0.9805,0.961168,0.50694197,0.0019016314,0.0013393562
Viral,0.916,0.953011,0.29634531,0.003536088,0.0015247425
Viral,0.962,0.965711,0.37953759,0.0034594091,0.0016597702
Viral,0.984,0.97917,0.47051497,0.0004621505,0.0002880954
Viral,0.9975,1.00882,0.47325721,0.0001665714,0.0001156087
Viral,0.9995,1.05547,0.42900505,7.42013e-05,4.07744e-05
Viral,0.97,0.973855,0.37871775,0.0006218147,0.0002976378
Viral,1.0025,1.00092,0.45335192,0.0002153966,0.0001243013
Viral,0.9175,0.95519,0.29988689,0.000840765,0.0003736144
Viral,0.9845,0.993473,0.44709016,0.000310044,0.0001650479
Viral,1.017,1.1284,0.45134914,3.06065e-05,2.05892e-05
Viral,0.892,0.936672,0.55139787,0.0011135456,0.0009890056
Viral,0.9525,0.91898,0.62965064,0.0018968515,0.0017110342
Viral,0.9805,0.960571,0.50652892,0.0019088639,0.0013390079
Viral,0.95,0.951456,0.38162174,0.002654506,0.0011306085
Viral,0.958,0.925735,0.61524302,0.0013052178,0.0011626624
Viral,1.012,1.07212,0.47237269,4.61975e-05,3.12181e-05
Viral,0.956,0.975404,0.33951481,0.0008758261,0.0004059748
Viral,1.0035,0.996547,0.48966558,0.0002155217,0.0001368526
Viral,0.917,0.947111,0.30398001,0.0035557833,0.0013789186
Viral,0.971,1.00156,0.3891394,0.0002608434,0.0001488607
Viral,1.0215,1.16498,0.43801652,3.02812e-05,1.59364e-05
Viral,0.912,0.935201,0.30534112,0.0031964386,0.0012669457
Viral,0.9615,0.976151,0.43521966,0.0010281828,0.0006148757
Viral,0.9335,0.915983,0.60137844,0.0020406244,0.0017858825
Viral,0.974,0.970881,0.48023846,0.0007933913,0.0004396308
Viral,0.969,0.971557,0.38109441,0.0013591984,0.0006930255
Viral,0.973,0.96944,0.48508074,0.0024716679,0.0016664986
Viral,1.0165,1.06457,0.51538046,4.63727e-05,3.60659e-05
Viral,0.9375,0.947269,0.35653866,0.0033431896,0.0015863847
Viral,0.986,1.01044,0.44124209,0.0001345885,6.78552e-05
Viral,0.9365,0.925835,0.54163961,0.0004240112,0.0003204001
Viral,0.958,0.962296,0.3736382,0.0033009711,0.001483369
Viral,1.008,0.995963,0.49754098,0.0002137199,0.0001414636
Viral,1.002,1.00091,0.45143718,0.0002159221,0.0001220864
Viral,0.9655,0.967568,0.37706715,0.0042236204,0.0021735667
Viral,0.979,0.9772,0.41779415,0.0009507281,0.0005472713
Viral,0.947,0.908031,0.63976928,0.0012886258,0.0011726088
Viral,0.97,0.961199,0.41152578,0.0037893236,0.0019270814
Viral,0.9905,0.967555,0.49507831,0.0023390064,0.001535455
Viral,0.9815,1.02403,0.43917881,0.0001304342,8.16602e-05
Viral,0.978,1.00116,0.40256758,0.0002397717,0.0001450298
Viral,0.9005,0.858153,0.52921445,0.0035065827,0.002590059
Viral,0.9895,1.01624,0.48029982,0.000130209,8.49757e-05
Viral,0.9355,0.965211,0.36183169,0.0032424109,0.001684246
Viral,0.926,0.96108,0.35184186,0.0027840143,0.0015666731
Viral,0.9795,1.00364,0.39583596,0.000198329,0.0001056206
Viral,0.9725,0.988784,0.44170255,0.0001511055,9.08822e-05
Viral,0.982,0.999199,0.45608769,0.0001917723,0.0001161799
Viral,0.995,1.00555,0.421709,0.000216723,0.0001348327
Viral,0.8975,0.845842,0.66289634,0.0031041686,0.0030120538
Viral,0.9965,1.16186,0.4107274,3.406e-05,1.62011e-05
Viral,0.991,1.0097,0.39208173,0.0001763564,0.0001032246
Viral,1.004,1.00735,0.50595238,0.0001429471,0.0001061778
Viral,0.9555,0.951633,0.36410495,0.0017721232,0.0008400892
Viral,1.0045,1.00086,0.46647123,0.0002048858,0.0001194396
Viral,0.995,1.00582,0.41914651,0.0001976283,0.000114954
Viral,1.0015,1.02215,0.42688679,0.0001591638,8.17856e-05
Viral,0.934,0.966655,0.32348889,0.0007448413,0.0003603805
Viral,0.921,0.972125,0.29152308,0.0004357483,0.0001725982
Viral,0.949,0.989738,0.32168528,0.0003516368,0.0001423273
Viral,1.0085,1.03372,0.46819846,7.51523e-05,5.12362e-05
Viral,1.0,1.03759,0.46254801,7.81804e-05,4.8659e-05
Viral,1.008,1.0137,0.51940298,0.0001006035,7.4709e-05
Viral,1.013,1.13974,0.47845206,2.84543e-05,1.8416e-05
Viral,1.015,1.19059,0.45325022,2.81039e-05,1.42508e-05
Viral,0.9975,1.02406,0.42013078,0.0001071602,6.88164e-05
Viral,1.0045,1.09438,0.4099099,4.44457e-05,2.7638e-05
Viral,1.0085,1.08411,0.42805383,4.83497e-05,2.91843e-05
Viral,1.0095,1.06578,0.45011494,5.4431e-05,3.7041e-05
Viral,1.003,1.06915,0.43285528,5.75842e-05,3.48261e-05
Viral,1.0065,1.11577,0.43802966,4.72486e-05,2.2024e-05
Viral,1.008,1.09714,0.41731409,4.50964e-05,2.44897e-05
Viral,1.01,1.03515,0.52781844,6.83703e-05,4.9272e-05
Viral,1.0095,1.02688,0.53051017,7.50522e-05,5.46909e-05
Viral,1.016,1.098,0.44763019,4.2769e-05,2.53395e-05
Viral,1.022,1.14724,0.45769881,2.95804e-05,1.8026e-05
Viral,1.0265,1.11836,0.60143198,2.09716e-05,1.79842e-05
Viral,1.002,1.11269,0.39929119,4.23686e-05,2.23862e-05
Viral,1.0015,1.01135,0.42586206,0.0001596643,0.0001007867
Viral,1.003,1.075,0.45487528,5.51818e-05,3.15664e-05
Viral,0.9905,1.06976,0.4006024,4.15427e-05,2.44897e-05
Viral,0.992,1.1075,0.37959606,4.83247e-05,2.31663e-05
Viral,1.015,1.08272,0.4686704,4.91255e-05,2.97694e-05
Viral,1.0015,1.04315,0.42484097,7.47519e-05,4.54829e-05
Viral,1.019,1.0653,0.51046025,4.78492e-05,3.20957e-05
Viral,0.9955,1.04947,0.42833715,7.63035e-05,4.19167e-05
Viral,0.99,1.04663,0.38092269,8.02826e-05,4.24739e-05
Viral,1.008,1.02759,0.48147084,8.71146e-05,6.02492e-05
Viral,0.9925,1.00698,0.41206199,0.0002228293,0.0001107749
Viral,1.018,1.19482,0.42883211,2.74282e-05,1.35961e-05
Viral,1.024,1.17112,0.44177449,2.70779e-05,1.58528e-05
Viral,1.012,1.09642,0.47098591,4.44207e-05,2.54231e-05
Viral,0.9985,1.06196,0.42404513,5.76593e-05,3.92142e-05
Viral,1.0105,1.0882,0.44700713,4.55719e-05,2.82927e-05
Viral,0.9735,1.03146,0.36456637,0.0001076357,5.88979e-05
Viral,0.961,1.13363,0.30600522,4.79243e-05,1.81514e-05
Viral,0.999,1.05166,0.40587632,7.32504e-05,3.88381e-05
Viral,1.0025,1.03957,0.44038516,8.83659e-05,5.23367e-05
Viral,1.011,1.06984,0.44778188,5.41557e-05,3.07306e-05
Viral,1.0135,1.20684,0.4357592,2.78537e-05,1.26488e-05
Viral,1.008,1.18927,0.40229885,2.83041e-05,1.36379e-05
Viral,0.9925,1.02596,0.44877279,0.0001111393,6.4693e-05
Viral,1.0075,1.07248,0.41832669,5.65332e-05,3.27226e-05
Viral,1.007,1.0772,0.45004945,5.06021e-05,3.10231e-05
Viral,0.9785,1.04826,0.37597822,7.35507e-05,3.65535e-05
Viral,1.0145,1.08739,0.49448529,4.0842e-05,2.62032e-05
Viral,1.0035,1.06671,0.42867811,6.7019e-05,3.48818e-05
Viral,1.016,1.10249,0.48771266,3.97159e-05,2.41136e-05
Viral,1.0065,1.04313,0.45702306,7.16237e-05,4.84501e-05
Viral,1.0085,1.06713,0.46051986,5.10275e-05,3.33216e-05
Viral,0.84,0.797799,0.39232736,9.78507e-05,6.21855e-05
Viral,0.9945,1.12401,0.37626714,4.19682e-05,2.15643e-05
Viral,0.993,1.08109,0.43085349,5.48314e-05,3.07445e-05
Viral,1.0015,1.05949,0.43267831,6.87708e-05,3.9646e-05
Viral,0.991,0.975511,0.57103787,0.0001830133,0.0001518836
Viral,0.9965,0.99842,0.50039904,0.0001881436,0.0001319213
Viral,0.9985,0.99715,0.50697489,0.0001883688,0.0001340805
Viral,1.003,1.00414,0.49027754,0.0001505799,0.0001051052
Viral,0.9415,0.947167,0.43274464,0.0090662276,0.0074715222
Viral,1.0145,1.04282,0.48089812,7.46768e-05,4.79207e-05
Viral,0.9885,0.991798,0.52264334,0.0002575149,0.000202479
Viral,1.009,1.02274,0.45450409,0.0001100132,6.59049e-05
Viral,0.949,0.977199,0.33864352,0.0004210081,0.00019706
Viral,0.9535,1.02449,0.40272822,0.0001192477,6.60442e-05
Viral,1.0075,1.00024,0.5111081,0.0001847401,0.0001285362
Viral,0.988,0.983679,0.53146767,0.0002047857,0.0001405303
Viral,0.98,1.0114,0.40963193,0.0001366656,7.38592e-05
Viral,0.982,1.01398,0.38701472,0.0001869423,9.69141e-05
Viral,0.9725,0.943211,0.55469436,0.0009395917,0.0007364885
Viral,0.9775,0.990594,0.43559756,0.0003124214,0.0001810679
Viral,0.99,1.01342,0.43138319,0.0001843647,0.0001063311
Viral,0.9915,0.984804,0.43519176,0.0005983406,0.0002952975
Viral,1.0105,1.03717,0.46189439,9.19446e-05,5.68083e-05
Viral,0.9735,0.993613,0.4196771,0.0003131221,0.0001724728
Viral,0.989,1.12022,0.40149812,3.34094e-05,1.98648e-05
Viral,1.0065,1.00426,0.50071174,0.0001406447,0.0001018315
Viral,0.973,0.982077,0.4180193,0.0004563695,0.0002486723
Viral,0.973,0.943453,0.55221535,0.000939867,0.0007301501
Viral,1.0025,0.990826,0.57052389,0.0001304092,9.6134e-05
Viral,1.002,1.05862,0.43917451,6.91211e-05,4.1457e-05
Viral,1.003,1.00075,0.51135172,0.0001432974,0.0001040186
Viral,0.994,1.05723,0.39302172,7.60282e-05,3.68042e-05
Viral,0.994,0.981802,0.51603594,0.0003815676,0.0002652356
Viral,0.954,0.969858,0.38278442,0.0033571039,0.001895334
Viral,0.992,1.04333,0.45555555,7.65788e-05,4.47585e-05
Viral,1.0075,1.05375,0.44785276,6.52671e-05,4.16242e-05
Viral,1.005,1.05073,0.47082658,6.17635e-05,3.89217e-05
Viral,1.012,1.05009,0.53249566,5.77594e-05,4.005e-05
Viral,1.0115,1.04649,0.53908355,5.57073e-05,4.26271e-05
Viral,0.979,0.968091,0.48597739,0.0003587191,0.0002325548
Viral,0.9995,1.00255,0.44175355,0.0002232046,0.0001402517
Viral,1.017,1.06294,0.50514981,5.3455e-05,3.67764e-05
Viral,1.008,1.05699,0.47196261,6.42661e-05,3.97157e-05
Viral,1.0065,1.04738,0.49328859,5.96614e-05,4.3059e-05
Viral,0.856,0.876541,0.31587987,0.0031324978,0.0013495254
Viral,1.009,1.03941,0.50135187,6.47917e-05,4.7656e-05
Viral,0.956,1.14302,0.3208672,4.61725e-05,1.76638e-05
Viral,1.003,1.04327,0.47466467,6.71691e-05,4.43406e-05
Viral,1.0065,1.03148,0.47850401,7.15987e-05,4.93973e-05
Viral,1.0095,1.04723,0.48684712,6.56425e-05,4.24739e-05
Viral,1.0115,1.05249,0.52825112,5.58074e-05,3.93953e-05
Viral,0.988,1.0024,0.42023267,0.0002473795,0.0001428706
Viral,0.9585,0.983068,0.35597275,0.000617185,0.0003030846
Viral,0.9395,1.13685,0.28178879,4.64478e-05,1.76917e-05
Viral,1.0015,1.03632,0.47950819,6.71691e-05,4.526e-05
Viral,1.0075,1.02747,0.52212389,6.78698e-05,5.52621e-05
Viral,1.013,1.04888,0.5194085,5.41557e-05,4.36859e-05
Viral,1.009,1.047,0.51205357,5.60577e-05,4.25575e-05
Viral,1.0155,1.04873,0.53099361,5.49065e-05,4.30033e-05
Viral,1.011,1.07527,0.46103896,5.01015e-05,3.10788e-05
Viral,1.0055,1.0543,0.45562632,5.89356e-05,3.97435e-05
Viral,1.007,0.997738,0.48644673,0.0002381951,0.0001306675
Viral,1.004,0.998734,0.54896274,0.0001121904,7.92363e-05
Viral,1.017,1.07646,0.49045899,4.85249e-05,2.92957e-05
Viral,0.941,1.00087,0.33669542,0.000188569,9.47827e-05
Viral,0.9985,0.999566,0.45826983,0.0002791622,0.0001761922
Viral,1.005,0.990628,0.50429981,0.0002357175,0.0001419651
Viral,0.992,1.00726,0.41110383,0.000229436,0.0001324785
Viral,1.006,1.00129,0.50696714,0.0001454747,0.000102932
Viral,0.9915,0.998651,0.42445627,0.0002163226,0.0001244546
Viral,0.911,0.950835,0.39663277,0.0032047471,0.0020492932
Viral,0.99,1.15404,0.39682539,3.46857e-05,1.69812e-05
Viral,0.994,1.01168,0.41307086,0.0001589135,8.42374e-05
Viral,0.9885,0.996327,0.53770374,0.0001397187,0.0001045062
Viral,0.992,0.99822,0.43441566,0.0002134946,0.0001415054
Viral,0.9595,0.977714,0.35191755,0.0005925096,0.00030601
Viral,0.9865,1.00253,0.3989815,0.0002407977,0.0001290655
Viral,0.99,1.05246,0.40216175,6.71441e-05,3.98132e-05
