Domain,DNA,AA,GC,L_DNA,L_AA
Viral,0.7545,0.783272,0.19727258,1.927032e-10,3.87563e-11
Viral,0.828,0.872919,0.20996284,1.432634e-10,3.07784e-11
Viral,0.81,0.853911,0.19687604,1.761009e-10,3.60853e-11
Viral,0.784,0.81561,0.19469414,1.771737e-10,3.565e-11
Viral,0.996,1.00055,0.44764203,3.3732e-12,1.1801e-12
Viral,1.0105,1.006,0.50390757,3.6863e-12,1.379e-12
Viral,0.9675,0.990251,0.40160531,9.0511e-12,2.8464e-12
Viral,0.9955,1.02825,0.40980348,2.8365e-12,8.566e-13
Viral,0.9835,1.01959,0.4138812,2.9417e-12,9.755e-13
Viral,1.08,1.55548,0.53,1.879e-13,6.93e-14
Viral,0.9835,0.998493,0.48044344,5.0278e-12,1.9639e-12
Viral,0.985,0.978061,0.57436542,2.9855e-12,1.3501e-12
Viral,0.968,0.969592,0.50168189,2.10389e-11,7.6235e-12
Viral,0.991,1.00268,0.4370712,5.2946e-12,1.7712e-12
Viral,0.9525,0.963673,0.35298401,1.0578e-10,2.82768e-11
Viral,0.985,0.973844,0.49483448,2.55219e-11,9.647e-12
Viral,0.967,0.972407,0.38556032,2.49306e-11,7.0241e-12
Viral,0.9735,1.06802,0.38329322,1.8219e-12,4.739e-13
Viral,0.9505,0.974664,0.48100757,9.3486e-12,3.3106e-12
Viral,1.0255,1.10235,0.50735863,8.085e-13,3.301e-13
Viral,0.9905,1.02234,0.40870845,2.9774e-12,9.627e-13
Viral,0.997,0.990682,0.46441281,4.9276e-12,1.8713e-12
Viral,0.9895,1.02178,0.42954324,3.2223e-12,9.777e-13
Viral,0.9335,0.921073,0.55133226,8.26656e-11,3.82685e-11
Viral,0.9365,0.956874,0.40404008,8.04235e-11,2.73005e-11
Viral,0.995,1.00247,0.45161657,5.5013e-12,1.7923e-12
Viral,0.79,0.839728,0.17781162,1.455443e-10,2.9357e-11
Viral,0.9875,1.0191,0.41336157,3.2529e-12,9.577e-13
Viral,0.965,0.967217,0.52054906,2.29954e-11,9.371e-12
Viral,0.9495,0.910586,0.63649851,3.16589e-11,1.5955e-11
Viral,0.9525,0.9844,0.33039067,9.5064e-12,2.1533e-12
Viral,1.0095,1.03034,0.49495848,2.1118e-12,7.607e-13
Viral,0.9945,1.00374,0.4405581,3.2767e-12,9.942e-13
Viral,1.006,1.06708,0.49203734,1.1405e-12,4.555e-13
Viral,0.9315,0.994702,0.31121281,5.2001e-12,1.2823e-12
Viral,0.966,0.973051,0.37565968,2.55143e-11,7.1368e-12
Viral,0.946,0.969775,0.33312374,2.68941e-11,6.7317e-12
Viral,0.9575,0.969732,0.35430932,2.69811e-11,6.9942e-12
Viral,0.9585,0.928901,0.61486345,3.5959e-11,1.81288e-11
Viral,0.8945,0.967761,0.27153341,4.8644e-12,1.3221e-12
Viral,0.908,0.884089,0.68113718,3.30661e-11,1.76854e-11
Viral,0.9715,0.965046,0.46306154,1.6353e-11,5.5471e-12
Viral,0.988,1.03711,0.40393974,2.7024e-12,7.242e-13
Viral,0.958,0.964313,0.41676125,9.71122e-11,3.36291e-11
Viral,1.0025,1.05376,0.4377947,1.7267e-12,5.952e-13
Viral,1.0025,1.01098,0.47380865,3.4433e-12,1.2986e-12
Viral,1.061,1.46928,0.56233421,2.361e-13,8.09e-14
Viral,0.9865,1.00697,0.43680368,3.2605e-12,1.0958e-12
Viral,0.9855,1.00597,0.48776508,3.4552e-12,1.3215e-12
Viral,0.972,1.01892,0.40797253,3.2836e-12,9.402e-13
Viral,0.955,0.979104,0.36307053,1.38861e-11,3.6529e-12
Viral,0.951,0.961331,0.34635013,8.41831e-11,2.18169e-11
Viral,0.9945,0.994035,0.44064885,3.2817e-12,9.619e-13
Viral,0.9685,0.963048,0.49367601,3.86232e-11,1.52257e-11
Viral,0.9805,0.975937,0.43886211,2.28745e-11,7.1202e-12
Viral,1.008,1.06609,0.48350398,1.101e-12,4.663e-13
Viral,0.9945,1.004,0.44388631,4.7379e-12,1.6246e-12
Viral,0.984,0.997615,0.45362592,3.6531e-12,1.3376e-12
Viral,0.954,0.996636,0.31959882,7.4935e-12,1.5657e-12
Viral,0.986,1.03765,0.43430987,2.0736e-12,7.335e-13
Viral,0.968,1.00989,0.3953037,3.2273e-12,9.685e-13
Viral,0.9635,0.980655,0.40006181,2.02635e-11,6.0973e-12
Viral,0.998,1.01367,0.46680696,3.2736e-12,1.1042e-12
Viral,0.996,0.998242,0.44526644,5.418e-12,1.7089e-12
Viral,0.9635,0.96626,0.40678554,1.119383e-10,3.63421e-11
Viral,0.9465,0.969534,0.34511967,1.78185e-11,4.4063e-12
Viral,0.992,1.04525,0.41136363,1.929e-12,6.375e-13
Viral,0.9195,0.938134,0.40685551,6.32545e-11,2.03354e-11
Viral,0.9365,0.95525,0.39015258,8.22974e-11,2.69908e-11
Viral,0.963,0.983888,0.35876178,9.3674e-12,2.3044e-12
Viral,0.955,0.969002,0.35378447,2.35904e-11,6.4549e-12
Viral,1.0015,1.06669,0.42649199,1.721e-12,5.152e-13
Viral,0.8965,0.925666,0.28625954,1.330749e-10,3.27444e-11
Viral,0.9675,0.95863,0.50869268,6.77969e-11,2.8553e-11
Viral,0.939,0.948618,0.33352078,2.56152e-11,6.856e-12
Viral,0.8915,0.949155,0.26792452,7.3025e-12,1.3446e-12
Viral,0.924,0.954388,0.36557161,4.7661e-12,1.4182e-12
Viral,0.9675,0.970551,0.38641952,2.69968e-11,7.4213e-12
Viral,0.998,1.05819,0.42820606,1.7142e-12,5.564e-13
Viral,0.9915,1.00896,0.4361688,4.7341e-12,1.5237e-12
Viral,0.968,0.93583,0.53759177,8.64083e-11,3.66452e-11
Viral,0.9525,0.950439,0.64283252,3.635e-12,1.8878e-12
Viral,1.0005,1.05891,0.42841648,1.7323e-12,5.628e-13
Viral,0.985,1.01367,0.41116458,3.2536e-12,9.596e-13
Viral,0.99,1.00225,0.44910071,3.4822e-12,1.2358e-12
Viral,0.992,1.01785,0.45060425,3.2648e-12,1.0075e-12
Viral,0.9985,1.02454,0.42759026,3.1916e-12,9.431e-13
Viral,1.0035,1.06212,0.4363702,1.7323e-12,5.496e-13
Viral,0.972,0.979047,0.39696087,9.6855e-12,2.5598e-12
Viral,0.9665,0.997189,0.42124684,3.2248e-12,9.722e-13
Viral,0.952,0.966666,0.40702346,8.38562e-11,2.82937e-11
Viral,0.976,1.00837,0.36961575,4.58e-12,1.3722e-12
Viral,0.881,0.991669,0.22652014,4.2744e-12,7.954e-13
Viral,0.991,1.01181,0.44557888,3.2511e-12,1.0281e-12
Viral,0.78,0.847879,0.18269947,1.478791e-10,3.04427e-11
Viral,1.0045,1.05903,0.43549562,1.7185e-12,5.919e-13
Viral,0.903,0.908179,0.30887678,1.807085e-10,4.05968e-11
Viral,0.882,0.974209,0.24929525,5.1099e-12,1.2319e-12
Viral,0.988,0.987852,0.53793545,2.9304e-12,1.2389e-12
Viral,0.99,1.01252,0.43307392,3.2191e-12,9.784e-13
Viral,1.016,1.05551,0.49685301,1.6916e-12,5.54e-13
Viral,0.995,0.999177,0.47516121,5.2445e-12,1.8895e-12
Viral,0.9615,1.01767,0.38637783,3.0068e-12,8.147e-13
Viral,0.993,1.01566,0.44103956,3.2291e-12,9.881e-13
Viral,0.946,0.968279,0.34345279,1.98872e-11,4.8716e-12
Viral,0.957,0.960423,0.38118811,3.4158e-12,1.1164e-12
Viral,0.9985,1.04787,0.44428364,1.7311e-12,6.4e-13
Viral,0.951,0.952355,0.46173281,8.17982e-11,2.61688e-11
Viral,0.87,0.821557,0.5360991,1.028803e-10,4.29485e-11
Viral,0.9785,1.01769,0.46103613,2.8772e-12,1.0483e-12
Viral,0.956,0.97323,0.35187686,2.2257e-11,6.0449e-12
Viral,0.9835,0.977334,0.4668773,2.3985e-11,8.7547e-12
Viral,1.002,1.058,0.43368268,1.7329e-12,5.734e-13
Viral,0.9785,1.00113,0.43059711,4.8143e-12,1.5059e-12
Viral,0.947,0.966487,0.40682554,7.42677e-11,2.44415e-11
Viral,0.9535,0.963006,0.36221868,2.40163e-11,6.6824e-12
Viral,0.9495,0.967517,0.33475764,2.85813e-11,7.3373e-12
Viral,0.908,0.899751,0.34238456,9.0874e-12,2.3355e-12
Viral,0.979,0.976476,0.4889748,2.07339e-11,7.6721e-12
Viral,1.091,1.60838,0.63636363,1.378e-13,6.25e-14
Viral,0.9115,0.904665,0.33173406,1.288393e-10,3.25123e-11
Viral,0.979,0.974612,0.50768732,2.3219e-11,9.1046e-12
Viral,0.903,0.951589,0.28382129,2.0985e-11,4.8419e-12
Viral,1.0625,1.2966,0.55388471,2.499e-13,1.224e-13
Viral,0.908,0.908231,0.33403266,1.40601e-10,3.5252e-11
Viral,0.871,0.966049,0.23159114,4.865e-12,1.0013e-12
Viral,0.9925,1.02777,0.4184068,3.2392e-12,9.045e-13
Viral,0.996,1.00804,0.43023474,3.335e-12,9.728e-13
Viral,1.0025,1.06722,0.42306293,1.7217e-12,5.298e-13
Viral,1.06,1.49008,0.55737704,2.292e-13,7.76e-14
Viral,0.988,1.0146,0.42781896,3.2104e-12,1.0101e-12
Viral,0.835,0.803254,0.56229046,8.40641e-11,3.84138e-11
Viral,0.9975,0.992955,0.50162612,4.8143e-12,1.8855e-12
Viral,0.9735,1.00897,0.36760563,4.4466e-12,1.2567e-12
Viral,0.967,1.00451,0.38232028,4.513e-12,1.3778e-12
Viral,0.9215,0.944627,0.35465409,3.7208e-12,1.0054e-12
Viral,0.95,0.95858,0.36556005,6.78953e-11,1.87929e-11
Viral,0.9595,0.966841,0.38274016,2.34044e-11,6.6577e-12
Viral,0.9615,0.964867,0.38727231,2.22119e-11,6.1017e-12
Viral,0.9435,1.01269,0.37852216,3.1784e-12,9.024e-13
Viral,0.9915,1.0157,0.41666666,3.2692e-12,9.439e-13
Viral,0.9645,1.01818,0.36497847,3.0544e-12,7.539e-13
Viral,1.0125,1.02851,0.536,1.7223e-12,7.498e-13
Viral,0.99,1.01535,0.41718995,3.1916e-12,9.336e-13
Viral,1.001,1.0265,0.53382624,1.6941e-12,6.918e-13
Viral,0.921,0.953246,0.29070752,6.42903e-11,1.33474e-11
Viral,0.9845,0.970333,0.51171967,2.90441e-11,1.16768e-11
Viral,0.94,0.932533,0.43817012,3.5047e-12,1.0489e-12
Viral,0.9995,1.00786,0.47235524,4.3158e-12,1.494e-12
Viral,0.9375,0.96187,0.46905601,3.1978e-12,1.1263e-12
Viral,0.9745,0.981786,0.36389331,1.57324e-11,3.7278e-12
Viral,0.879,0.844964,0.47558431,9.968e-11,3.79277e-11
Viral,0.9495,0.97317,0.41384916,6.81859e-11,2.15755e-11
Viral,0.8785,0.867031,0.51734392,2.101779e-10,9.55161e-11
Viral,0.9595,0.960925,0.45267206,7.73466e-11,2.94369e-11
Viral,0.892,0.923247,0.25912464,9.44273e-11,2.16415e-11
Viral,0.9555,0.9549,0.48030227,5.0554e-12,1.9068e-12
Viral,1.0005,1.05889,0.43064633,1.7248e-12,5.763e-13
Viral,0.948,0.948952,0.43812817,8.49315e-11,3.23668e-11
Viral,0.938,0.953222,0.4276887,8.72682e-11,3.17414e-11
Viral,0.953,0.974437,0.34725397,2.35597e-11,6.3986e-12
Viral,0.952,0.92951,0.55848954,4.8645e-11,2.18376e-11
Viral,1.009,1.03585,0.50711077,1.6734e-12,7.13e-13
Viral,0.894,0.920694,0.27401778,9.17224e-11,2.10203e-11
Viral,0.95,1.03526,0.32051572,2.7688e-12,6.35e-13
Viral,0.991,1.02194,0.41140096,3.241e-12,1.0021e-12
Viral,1.0805,1.45195,0.5,2.017e-13,8.46e-14
Viral,0.867,0.913681,0.39514599,4.9546e-12,1.2903e-12
Viral,1.005,1.0357,0.50725163,1.7273e-12,6.895e-13
Viral,1.003,1.05921,0.43410852,1.6158e-12,5.199e-13
Viral,0.9775,1.02199,0.39853958,3.2592e-12,9.606e-13
Viral,1.0585,1.55548,0.54874651,2.248e-13,6.93e-14
Viral,0.9975,1.06826,0.41949616,1.7154e-12,5.309e-13
Viral,0.8895,0.923917,0.25306318,9.36921e-11,2.10445e-11
Viral,1.0005,1.07542,0.42515404,1.7279e-12,4.613e-13
Viral,0.8865,0.923637,0.25008169,9.3915e-11,2.07763e-11
Viral,0.9765,0.992192,0.39449541,3.2767e-12,1.0101e-12
Viral,0.973,0.969578,0.49857737,3.03762e-11,1.16407e-11
Viral,0.988,1.29543,0.39136302,4.641e-13,1.228e-13
Viral,0.9885,1.03681,0.44477881,2.0812e-12,7.456e-13
Viral,0.968,0.984406,0.37659688,1.16677e-11,3.3607e-12
Viral,0.9215,0.92059,0.36380195,3.7822e-12,1.0945e-12
Viral,0.957,0.972792,0.35460269,2.08867e-11,5.7437e-12
Viral,0.9795,1.00925,0.39273263,4.6709e-12,1.4607e-12
Viral,0.9725,0.996288,0.42166881,6.3124e-12,1.784e-12
Viral,1.0015,1.06701,0.4308588,1.721e-12,5.141e-13
Viral,1.0025,1.06795,0.42883013,1.7292e-12,5.018e-13
Viral,0.9935,1.06204,0.40929041,1.7123e-12,5.354e-13
Viral,0.9905,1.01755,0.44155339,3.2254e-12,1.046e-12
Viral,0.988,1.01693,0.42541222,3.2285e-12,1.0176e-12
Viral,0.9985,1.01442,0.45338983,3.2517e-12,1.0747e-12
Viral,1.002,1.0554,0.43483023,1.7154e-12,5.946e-13
Viral,0.9515,0.91693,0.63115196,4.75547e-11,2.38562e-11
Viral,0.9675,0.950193,0.57313162,4.43393e-11,2.15842e-11
Viral,0.9905,1.00098,0.43370458,4.7235e-12,1.5327e-12
Viral,0.9815,0.9725,0.50834341,2.48461e-11,9.575e-12
Viral,0.958,0.955824,0.45744509,1.94193e-11,6.5296e-12
Viral,0.9975,1.0661,0.41343012,1.7254e-12,5.519e-13
Viral,0.969,0.970115,0.40441902,1.027225e-10,3.09698e-11
Viral,0.949,0.925874,0.6063876,3.59834e-11,1.83976e-11
Viral,0.899,0.848743,0.60945867,1.021006e-10,4.94663e-11
Viral,0.997,1.01289,0.45687645,3.4928e-12,1.1182e-12
Viral,0.985,0.964316,0.52227325,2.8498e-11,1.0979e-11
Viral,0.981,1.0009,0.41582432,5.3905e-12,1.7725e-12
Viral,0.953,0.926716,0.61191988,3.34269e-11,1.70177e-11
Viral,0.926,0.898088,0.65309476,4.00085e-11,2.12646e-11
Viral,0.9585,0.937519,0.60900932,3.52444e-11,1.79507e-11
Viral,0.985,0.997084,0.46614143,3.3387e-12,1.0966e-12
Viral,1.0035,1.058,0.44113424,1.7448e-12,5.666e-13
Viral,0.9475,0.966797,0.33533135,2.61212e-11,6.6692e-12
Viral,0.997,1.02285,0.42164662,3.3851e-12,1.096e-12
Viral,0.976,1.01215,0.39353197,3.4471e-12,1.0324e-12
Viral,0.942,0.92526,0.54021367,6.65945e-11,2.77434e-11
Viral,1.0625,1.42447,0.48088531,3.113e-13,9.18e-14
Viral,1.002,0.997701,0.47716392,4.8406e-12,1.7217e-12
Viral,0.981,1.20772,0.37471264,8.173e-13,1.776e-13
Viral,0.998,1.06866,0.40895848,1.7198e-12,4.881e-13
Viral,0.975,0.977156,0.426904,2.46288e-11,8.2666e-12
Viral,0.954,0.993423,0.37844862,3.1327e-12,9.257e-13
Viral,0.968,0.971836,0.38261172,2.69774e-11,7.4248e-12
Viral,0.983,0.972519,0.47523292,2.54768e-11,9.2121e-12
Viral,0.9785,0.965066,0.50632149,2.70469e-11,1.05163e-11
Viral,0.9955,1.02768,0.42075298,3.4101e-12,1.0108e-12
Viral,1.0005,1.05826,0.4351145,1.7229e-12,5.845e-13
Viral,0.953,0.967408,0.34496835,2.73087e-11,7.0006e-12
Viral,1.005,1.06215,0.43863471,1.7248e-12,5.455e-13
Viral,1.006,1.05764,0.46814092,1.6709e-12,5.655e-13
Viral,1.0,1.06294,0.41981132,1.7261e-12,5.319e-13
Viral,0.9955,1.0065,0.45936055,3.2517e-12,1.0978e-12
Viral,1.0065,1.05073,0.44251626,1.7323e-12,6.383e-13
Viral,0.939,0.909274,0.65377738,3.57297e-11,1.89906e-11
Viral,0.945,0.909212,0.64184,3.18862e-11,1.65603e-11
Viral,0.9695,0.968595,0.52105571,1.92446e-11,7.3455e-12
Viral,0.987,1.00611,0.4805936,3.2918e-12,1.2278e-12
Viral,0.9885,1.01777,0.41961503,3.4164e-12,1.0531e-12
Viral,0.9525,0.9302,0.55793301,4.7534e-11,2.13063e-11
Viral,0.94,0.955856,0.34491305,6.2414e-11,1.79941e-11
Viral,0.935,0.954228,0.32441595,6.94597e-11,1.85263e-11
Viral,0.9875,0.978614,0.569542,4.4579e-12,2.0327e-12
Viral,0.9695,0.986166,0.39718781,9.3536e-12,3.0618e-12
Viral,0.9815,0.977259,0.43060649,2.64663e-11,7.7747e-12
Viral,0.9895,0.962146,0.53872196,2.9598e-12,1.26e-12
Viral,0.959,0.967748,0.39006441,5.39578e-11,1.47346e-11
Viral,0.9755,1.01284,0.36831848,4.4993e-12,1.2792e-12
Viral,0.9575,0.97445,0.35836186,2.30461e-11,6.5254e-12
Viral,0.9775,0.96833,0.49900544,2.39292e-11,7.9907e-12
Viral,0.894,0.899362,0.30368233,2.253716e-10,5.05956e-11
Viral,1.001,1.06201,0.41940137,1.7367e-12,5.632e-13
Viral,0.9245,0.904736,0.6540842,2.66129e-11,1.41159e-11
Viral,1.005,1.03496,0.52180339,1.6947e-12,7.122e-13
Viral,0.991,1.02123,0.42792527,3.1847e-12,9.532e-13
Viral,0.9445,0.920301,0.62860563,2.30148e-11,1.18889e-11
Viral,0.9995,0.992864,0.49329134,4.5744e-12,1.7547e-12
Viral,0.979,1.02175,0.39522801,3.2548e-12,9.07e-13
Viral,0.948,0.916505,0.63529794,3.07733e-11,1.58504e-11
Viral,0.9265,0.894663,0.61887585,3.66366e-11,1.91366e-11
Viral,0.9085,0.909724,0.33183328,1.313771e-10,3.30916e-11
Viral,0.9455,0.949139,0.41886961,1.450615e-10,4.83557e-11
Viral,0.99,1.00339,0.44190791,4.9107e-12,1.6213e-12
Viral,0.981,1.01113,0.42104216,3.149e-12,9.713e-13
Viral,0.9815,0.974024,0.51014969,2.51448e-11,9.8443e-12
Viral,0.994,1.1047,0.4,8.518e-13,3.157e-13
Viral,0.995,1.00538,0.47226979,4.7542e-12,1.6124e-12
Viral,1.0,1.05933,0.42747813,1.7185e-12,5.758e-13
Viral,0.9985,1.05576,0.43267831,1.721e-12,5.998e-13
Viral,0.95,0.969298,0.33472215,2.67563e-11,6.6245e-12
Viral,1.005,1.06006,0.44049798,1.7104e-12,5.727e-13
Viral,1.0055,1.05038,0.44067796,1.7367e-12,6.142e-13
Viral,0.998,1.06099,0.42774357,1.7292e-12,5.356e-13
Viral,0.9525,0.945719,0.57415883,2.33975e-11,1.03908e-11
Viral,0.9225,0.971372,0.29324628,1.14154e-11,2.6984e-12
Viral,0.967,0.929495,0.61374644,6.94334e-11,3.44552e-11
Viral,1.007,1.01336,0.48544468,3.1195e-12,1.1368e-12
Viral,0.955,0.978959,0.34625756,1.04509e-11,2.3758e-12
Viral,0.9825,0.96096,0.52038401,2.77903e-11,1.14053e-11
Viral,1.0015,1.06234,0.42478197,1.7235e-12,5.447e-13
Viral,0.9055,0.88314,0.68956727,4.22619e-11,2.34605e-11
Viral,0.93,0.900127,0.64769829,9.77648e-11,5.07277e-11
Viral,0.8115,0.747615,0.74850061,8.6672e-11,5.01964e-11
Viral,0.9665,0.9708,0.38496891,9.2666e-12,2.4628e-12
Viral,0.974,0.97294,0.43880731,1.08718e-10,3.86455e-11
Viral,0.992,0.978667,0.58073344,4.5769e-12,2.1659e-12
Viral,0.947,0.920182,0.64340219,2.35553e-11,1.2095e-11
Viral,0.958,0.971197,0.35678908,2.31407e-11,6.1448e-12
Viral,1.002,1.06,0.42914536,1.7148e-12,5.422e-13
Viral,0.9265,0.90851,0.37918462,3.779e-12,1.1197e-12
Viral,0.9585,0.972339,0.35140582,2.51705e-11,6.1483e-12
Viral,0.966,0.976009,0.38746045,1.0888e-11,2.7956e-12
Viral,0.9525,0.9713,0.36939958,1.307e-11,3.7304e-12
Viral,1.004,1.06951,0.44167306,1.6321e-12,4.964e-13
Viral,0.9975,1.05845,0.41273839,1.7405e-12,5.701e-13
Viral,0.8915,0.864949,0.70387803,3.67243e-11,2.04738e-11
Viral,0.951,0.97542,0.33601568,1.85231e-11,4.9159e-12
Viral,0.9365,0.963808,0.35697928,7.46642e-11,2.35248e-11
Viral,0.996,1.05205,0.42976406,1.7254e-12,6.231e-13
Viral,1.0035,1.01847,0.4393619,3.2586e-12,1.0743e-12
Viral,0.9995,1.06231,0.4265938,1.7192e-12,5.606e-13
Viral,1.004,1.06131,0.44533236,1.7242e-12,5.449e-13
Viral,0.974,1.00413,0.37583643,3.3694e-12,1.0714e-12
Viral,0.993,1.0074,0.43422712,3.9707e-12,1.2897e-12
Viral,0.9625,0.980249,0.39935889,1.97331e-11,5.9587e-12
Viral,0.939,0.906545,0.65935523,1.22777e-11,6.3536e-12
Viral,0.995,1.0655,0.40977713,1.7423e-12,5.414e-13
Viral,0.9935,1.01957,0.42520699,3.4039e-12,1.1362e-12
Viral,0.9465,0.968877,0.33347417,2.81635e-11,7.0575e-12
Viral,0.961,0.966744,0.36833206,1.755698e-10,4.32598e-11
Viral,0.9915,1.01808,0.43666927,3.2041e-12,9.953e-13
Viral,1.002,1.05994,0.43173565,1.7248e-12,5.558e-13
Viral,0.992,1.00984,0.46320845,3.2598e-12,1.0522e-12
Viral,0.9255,0.974186,0.2962345,1.05116e-11,2.4907e-12
Viral,0.9315,0.90434,0.65384009,4.37005e-11,2.30817e-11
Viral,0.9325,0.923323,0.62763566,2.61976e-11,1.23818e-11
Viral,0.9465,0.956121,0.35367253,2.29196e-11,6.1437e-12
Viral,0.949,0.943198,0.50607629,3.62809e-11,1.44512e-11
Viral,0.9795,0.971848,0.47227489,2.7412e-11,8.7601e-12
Viral,0.97,0.975147,0.39150236,2.17272e-11,6.5749e-12
Viral,0.9895,1.02212,0.42044008,3.444e-12,1.0764e-12
Viral,1.006,1.03255,0.51956124,1.7129e-12,6.745e-13
Viral,0.951,0.934837,0.46167151,2.49839e-11,7.9362e-12
Viral,0.968,0.968031,0.42778925,1.460717e-10,4.9228e-11
Viral,0.9785,0.968799,0.4951969,2.88168e-11,9.6427e-12
Viral,0.9635,0.96618,0.39606373,3.3412e-12,1.0599e-12
Viral,0.863,0.808118,0.49253821,9.37528e-11,3.34269e-11
Viral,0.905,0.865108,0.6335889,1.191757e-10,6.37328e-11
Viral,0.978,0.968853,0.48315803,2.35202e-11,7.6623e-12
Viral,0.9935,1.00454,0.43722755,4.3101e-12,1.4385e-12
Viral,1.0035,1.06316,0.4377276,1.7198e-12,5.48e-13
Viral,0.974,0.963395,0.52826739,1.9187e-11,7.5525e-12
Viral,0.956,0.972461,0.34696748,2.40394e-11,5.6197e-12
Viral,0.9675,0.97937,0.37534146,1.03168e-11,2.5278e-12
Viral,0.9565,0.973506,0.35509138,2.01489e-11,5.5048e-12
Viral,0.989,1.04579,0.39425325,1.8745e-12,6.018e-13
Viral,0.987,1.02638,0.40933958,3.2053e-12,8.903e-13
Viral,0.969,0.953612,0.45364639,2.74208e-11,7.8172e-12
Viral,0.992,1.01524,0.42229977,3.4095e-12,1.1909e-12
Viral,0.95,0.96113,0.4840816,1.7744e-11,5.4258e-12
Viral,0.925,0.900017,0.65193917,2.6564e-11,1.42294e-11
Viral,0.9085,0.928027,0.33759339,5.41501e-11,1.58576e-11
Viral,0.8885,0.95446,0.24826306,1.18087e-11,2.2584e-12
Viral,0.949,0.970168,0.33554745,2.5929e-11,6.5438e-12
Viral,0.905,0.886838,0.43560451,1.013121e-10,3.52615e-11
Viral,0.997,1.06251,0.42572463,1.7286e-12,5.585e-13
Viral,0.9385,0.894299,0.61700962,1.509899e-10,7.44446e-11
Viral,0.95,0.965348,0.35641229,7.09083e-11,2.05547e-11
Viral,0.998,1.05975,0.42124408,1.7217e-12,5.593e-13
Viral,0.9655,0.965634,0.42599475,1.533366e-10,4.76115e-11
Viral,0.963,0.967273,0.42493918,8.13598e-11,2.89574e-11
Viral,0.778,0.721764,0.73562849,8.98479e-11,5.21022e-11
Viral,1.009,1.27563,0.41935483,4.271e-13,1.323e-13
Viral,1.0955,1.89253,0.53043478,1.44e-13,4.33e-14
Viral,1.0075,1.03273,0.55621011,1.2757e-12,5.562e-13
Viral,0.9805,1.13539,0.40014419,8.687e-13,2.61e-13
Viral,0.9695,1.1496,0.36289726,8.474e-13,2.156e-13
Viral,0.957,1.15138,0.36512667,8.405e-13,2.362e-13
Viral,1.0055,1.0571,0.530858,1.2482e-12,4.886e-13
Viral,0.851,0.829941,0.57499227,1.155119e-10,5.06528e-11
Viral,0.9835,1.02022,0.41548771,3.3644e-12,1.0411e-12
Viral,0.897,0.841605,0.56666045,9.40835e-11,4.11056e-11
Viral,0.918,0.873049,0.6449554,8.41925e-11,4.41373e-11
Viral,0.9865,0.971595,0.50558301,2.49595e-11,9.8878e-12
Viral,0.9855,0.979623,0.45058664,2.7757e-12,1.019e-12
Viral,0.8995,0.865078,0.71137748,3.08259e-11,1.74981e-11
Viral,0.8045,0.737898,0.74456116,9.81951e-11,5.70212e-11
Viral,0.979,0.964729,0.47311181,5.93721e-11,2.12687e-11
Viral,0.98,0.973883,0.43609614,2.06888e-11,6.2083e-12
Viral,1.074,1.68103,0.56790123,2.029e-13,5.71e-14
Viral,1.0295,1.17642,0.58258642,4.891e-13,1.954e-13
Viral,0.9845,0.95365,0.54046914,2.15731e-11,8.4832e-12
Viral,0.987,0.967901,0.47776628,1.93799e-11,7.2624e-12
Viral,0.956,0.906133,0.53782482,2.82224e-11,1.19087e-11
Viral,0.988,1.00981,0.44086021,4.4848e-12,1.451e-12
Viral,0.981,1.11687,0.39512555,8.48e-13,2.872e-13
Viral,0.955,0.926925,0.63159811,2.40739e-11,1.2212e-11
Viral,0.9605,0.972191,0.37566977,3.1559e-12,1.0042e-12
Viral,0.9875,0.990877,0.46117763,5.0736e-12,1.8107e-12
Viral,0.8055,0.816556,0.33579075,3.555243e-10,7.9983e-11
Viral,0.9425,0.926416,0.55053209,6.63258e-11,2.90209e-11
Viral,0.9865,0.972209,0.50485095,2.49175e-11,9.9924e-12
Viral,0.9905,1.13952,0.40958605,8.624e-13,2.585e-13
Viral,0.9325,0.895218,0.67745387,3.10226e-11,1.70623e-11
Viral,0.924,0.968962,0.29033495,9.7977e-12,2.2776e-12
Viral,0.985,1.01895,0.41395082,3.2861e-12,9.938e-13
Viral,0.9985,1.04678,0.42824074,1.8939e-12,6.28e-13
Viral,0.999,1.00829,0.43410404,3.2504e-12,9.569e-13
Viral,0.9305,0.908401,0.63434949,3.00769e-11,1.54497e-11
Viral,0.9485,0.921627,0.62622259,2.22833e-11,1.09992e-11
Viral,0.9255,0.88298,0.61006005,1.441327e-10,7.11782e-11
Viral,0.9595,0.927473,0.52474966,8.37466e-11,3.36241e-11
Viral,0.8505,0.895963,0.38433629,5.0059e-12,1.2521e-12
Viral,1.032,1.24128,0.54672245,4.49e-13,1.485e-13
Viral,0.977,1.02811,0.42977743,2.4482e-12,8.577e-13
Viral,0.9505,1.14954,0.34595397,8.436e-13,2.381e-13
Viral,0.974,1.15077,0.37463556,8.593e-13,2.272e-13
Viral,0.959,1.13497,0.35441176,8.518e-13,2.478e-13
Viral,0.992,0.984227,0.54132935,2.9398e-12,1.2909e-12
Viral,0.9785,0.967924,0.48398727,2.50121e-11,8.2791e-12
Viral,0.904,0.865526,0.63444363,8.76565e-11,4.47816e-11
Viral,0.9845,0.966069,0.49142937,1.38694e-10,5.38014e-11
Viral,0.8695,0.924843,0.27233288,1.166461e-10,1.98412e-11
