Domain,DNA,AA,GC,L_DNA,L_AA
Bacteria,0.923,0.931401,0.32868262,1.766984e-09,4.17879e-10
Bacteria,0.9215,0.929836,0.32690527,1.8271759e-09,4.304481e-10
Bacteria,0.9365,0.932556,0.38538018,1.1501573e-09,3.027535e-10
Bacteria,0.9365,0.93132,0.38429883,1.2076411e-09,3.170953e-10
Bacteria,0.937,0.93309,0.38315925,1.2131894e-09,3.186605e-10
Bacteria,0.9455,0.918344,0.6224388,2.7582031e-09,1.3893654e-09
Bacteria,0.897,0.883163,0.50917739,2.8648193e-09,1.1189209e-09
Bacteria,0.9445,0.921122,0.5959603,3.1125162e-09,1.5074831e-09
Bacteria,0.958,0.941804,0.54234181,2.574201e-09,1.1604893e-09
Bacteria,0.92,0.881631,0.62627813,6.0944951e-09,3.1512712e-09
Bacteria,0.957,0.942622,0.45826076,3.1674711e-09,1.0105613e-09
Bacteria,0.921,0.900051,0.55719082,1.8610255e-09,8.470475e-10
Bacteria,0.9005,0.871336,0.64957205,3.4532544e-09,1.8265711e-09
Bacteria,0.9435,0.927351,0.45149173,2.8470465e-09,8.095311e-10
Bacteria,0.915,0.888603,0.63878497,2.8605192e-09,1.4755491e-09
Bacteria,0.9305,0.912556,0.47635035,2.9099133e-09,9.968032e-10
Bacteria,0.916,0.896893,0.47705066,3.0561828e-09,1.0497707e-09
Bacteria,0.9335,0.904706,0.61974602,3.6942701e-09,1.8582345e-09
Bacteria,0.9115,0.869441,0.61617309,3.1386562e-09,1.5850289e-09
Bacteria,0.956,0.947715,0.4223773,1.9421799e-09,5.4495e-10
Bacteria,0.855,0.82446,0.65391582,3.6360786e-09,1.9092696e-09
Bacteria,0.9035,0.881237,0.65458116,2.112916e-09,1.1336814e-09
Bacteria,0.9595,0.929205,0.58383843,3.5387578e-09,1.7446528e-09
Bacteria,0.8695,0.905728,0.27045156,1.4662975e-09,3.438685e-10
Bacteria,0.9505,0.934087,0.58880032,2.7126e-09,1.3121446e-09
Bacteria,0.9455,0.920014,0.60056373,2.6014119e-09,1.2795965e-09
Bacteria,0.88,0.857153,0.66925145,4.5588231e-09,2.4885956e-09
Bacteria,0.874,0.891566,0.51700321,1.3486586e-09,6.100284e-10
Bacteria,0.8705,0.891791,0.28855682,1.5956065e-09,3.751215e-10
Bacteria,0.942,0.945173,0.38846454,2.7764713e-09,8.613531e-10
Bacteria,0.8785,0.825428,0.70476584,2.0202473e-09,1.1078753e-09
Bacteria,0.9535,0.94181,0.43400218,1.4958482e-09,4.814605e-10
Bacteria,0.968,0.950738,0.44616093,3.2485591e-09,9.690125e-10
Bacteria,0.9485,0.91275,0.61095176,3.0908472e-09,1.5582491e-09
Bacteria,0.8785,0.86144,0.34143356,4.8537998e-09,1.081823e-09
Bacteria,0.9435,0.926853,0.59072327,1.6962598e-09,8.218203e-10
Bacteria,0.925,0.938549,0.31053948,7.263513e-10,1.589439e-10
Bacteria,0.93,0.932622,0.39706008,1.2814579e-09,3.794555e-10
Bacteria,0.939,0.943123,0.37888882,1.1151165e-09,3.353756e-10
Bacteria,0.8955,0.89273,0.4968634,1.1629862e-09,4.351534e-10
Bacteria,0.9125,0.906617,0.35259612,1.186415e-09,2.857931e-10
Bacteria,0.9465,0.943375,0.37668606,1.3000255e-09,3.514752e-10
Bacteria,0.958,0.941887,0.46058247,1.4656568e-09,4.463016e-10
Bacteria,0.922,0.918,0.39068962,1.1675123e-09,3.303746e-10
Bacteria,0.9445,0.940633,0.37357828,1.147602e-09,2.937558e-10
Bacteria,0.925,0.917668,0.46575192,1.8314697e-09,6.200381e-10
Bacteria,0.885,0.893885,0.35783851,1.6273142e-09,4.360028e-10
Bacteria,0.9035,0.848852,0.66981347,6.0767079e-09,3.3393421e-09
Bacteria,0.961,0.94141,0.5244734,1.632575e-09,6.68859e-10
Bacteria,0.8765,0.886352,0.32158111,1.1872711e-09,2.700688e-10
Bacteria,0.8985,0.869192,0.66292316,4.0944437e-09,2.200104e-09
Bacteria,0.919,0.927825,0.32475022,1.1962295e-09,2.739499e-10
Bacteria,0.9585,0.940041,0.478593,3.0056245e-09,9.723807e-10
Bacteria,0.9605,0.942215,0.47894465,2.9474912e-09,9.523651e-10
Bacteria,0.9465,0.934836,0.41584068,3.0345264e-09,8.113926e-10
Bacteria,0.9295,0.922751,0.44865923,1.8389037e-09,6.300992e-10
Bacteria,0.934,0.909505,0.62727634,2.1098266e-09,1.0734531e-09
Bacteria,0.9335,0.916882,0.48540993,1.742223e-09,6.770125e-10
Bacteria,0.9065,0.867214,0.67531252,2.0516845e-09,1.0898276e-09
Bacteria,0.92,0.896811,0.61548403,2.9713909e-09,1.446489e-09
Bacteria,0.907,0.879096,0.64442664,3.4480249e-09,1.8108766e-09
Bacteria,0.9495,0.930316,0.50339289,3.443034e-09,1.330378e-09
Bacteria,0.893,0.867966,0.54167478,2.955817e-09,1.231246e-09
Bacteria,0.948,0.930703,0.43291788,3.3797483e-09,9.403852e-10
Bacteria,0.9335,0.896739,0.61902456,6.2413609e-09,3.1817091e-09
Bacteria,0.942,0.901859,0.62429859,3.273387e-09,1.662299e-09
Bacteria,0.942,0.907688,0.59948728,3.1253344e-09,1.5978771e-09
Bacteria,0.879,0.837156,0.68988096,3.4292344e-09,1.8815772e-09
Bacteria,0.8935,0.856432,0.67402806,4.3766316e-09,2.3901792e-09
Bacteria,0.923,0.887037,0.66907355,1.5303598e-09,8.358685e-10
Bacteria,0.922,0.893161,0.58483079,2.656162e-09,1.2732825e-09
Bacteria,0.932,0.927201,0.35433735,3.327487e-09,9.286893e-10
Bacteria,0.9065,0.921985,0.3330751,1.1107938e-09,2.749959e-10
Bacteria,0.941,0.955462,0.34033436,7.269839e-10,1.730454e-10
Bacteria,0.9105,0.900168,0.48351448,1.9627253e-09,8.01841e-10
Bacteria,0.9105,0.874229,0.64806199,5.3193854e-09,2.7908688e-09
Bacteria,0.956,0.939543,0.4463327,2.948802e-09,8.761697e-10
Bacteria,0.9575,0.942057,0.53586388,2.6968851e-09,1.1329052e-09
Bacteria,0.8695,0.827669,0.71440442,3.3153715e-09,1.870938e-09
Bacteria,0.935,0.922847,0.40086275,2.8556216e-09,7.751026e-10
Bacteria,0.8975,0.854706,0.67793122,4.0657773e-09,2.2152019e-09
Bacteria,0.88,0.844042,0.68532304,3.352377e-09,1.8664173e-09
Bacteria,0.9165,0.937727,0.44395756,8.701326e-10,3.018162e-10
Bacteria,0.9335,0.905321,0.5692706,2.9935077e-09,1.372123e-09
Bacteria,0.8465,0.846415,0.3707701,1.3032622e-09,3.304078e-10
Bacteria,0.889,0.845806,0.68228134,3.9181073e-09,2.1424357e-09
Bacteria,0.924,0.92697,0.38238683,9.049993e-10,2.634262e-10
Bacteria,0.835,0.814886,0.68403797,3.2769901e-09,1.815904e-09
Bacteria,0.927,0.900481,0.63157035,2.2930853e-09,1.2018953e-09
Bacteria,0.918,0.89334,0.61679552,3.3607511e-09,1.6853115e-09
Bacteria,0.8915,0.921933,0.30475465,1.0640959e-09,2.49875e-10
Bacteria,0.88,0.848107,0.66087551,2.871627e-09,1.5411751e-09
Bacteria,0.879,0.856517,0.65241911,3.5059246e-09,1.8935533e-09
Bacteria,0.9115,0.870838,0.67981729,1.6774824e-09,9.004581e-10
Bacteria,0.837,0.818048,0.6846732,3.5963356e-09,1.9946384e-09
Bacteria,0.8355,0.815611,0.68484595,3.6627691e-09,2.0318631e-09
Bacteria,0.924,0.938504,0.31321539,1.0458296e-09,2.450313e-10
Bacteria,0.923,0.938855,0.30794178,1.067305e-09,2.445058e-10
Bacteria,0.9415,0.942546,0.34979308,1.1678587e-09,2.879186e-10
Bacteria,0.8775,0.838659,0.68781897,2.9082555e-09,1.5957153e-09
Bacteria,0.9375,0.932031,0.48861616,2.2596547e-09,9.245891e-10
Bacteria,0.9455,0.937437,0.46475446,2.4541697e-09,9.111489e-10
Bacteria,0.9115,0.889421,0.46228917,3.3461918e-09,1.0253129e-09
Bacteria,0.904,0.906813,0.38986589,2.4070134e-09,8.135748e-10
Bacteria,0.9295,0.93336,0.41299513,1.4244808e-09,4.260537e-10
Bacteria,0.8665,0.84301,0.68289159,4.40932e-09,2.4401941e-09
Bacteria,0.864,0.8393,0.68257977,4.4399117e-09,2.4564932e-09
Bacteria,0.926,0.940902,0.31339885,1.0282891e-09,2.408096e-10
Bacteria,0.886,0.852256,0.68980861,2.8116449e-09,1.5459441e-09
Bacteria,0.953,0.933589,0.52231285,3.1362744e-09,1.2404597e-09
Bacteria,0.955,0.931485,0.53666997,2.8825495e-09,1.0756098e-09
Bacteria,0.955,0.945054,0.52991725,1.2318196e-09,5.395851e-10
Bacteria,0.8875,0.898905,0.32268619,1.1889928e-09,2.707263e-10
Bacteria,0.92,0.877875,0.65612513,2.7681786e-09,1.4574822e-09
Bacteria,0.9265,0.918278,0.4227525,2.2597123e-09,7.082313e-10
Bacteria,0.8795,0.843476,0.70461271,2.7278244e-09,1.5179011e-09
Bacteria,0.945,0.932092,0.47539868,2.5880219e-09,9.008289e-10
Bacteria,0.9415,0.912275,0.59874224,4.5551806e-09,2.2590932e-09
Bacteria,0.943,0.919028,0.57470748,3.9587327e-09,1.891095e-09
Bacteria,0.93,0.902402,0.57147349,3.5666439e-09,1.5611143e-09
Bacteria,0.9575,0.940156,0.52900409,2.9288115e-09,1.1955515e-09
Bacteria,0.9725,0.958423,0.44834104,1.3524627e-09,4.172367e-10
Bacteria,0.8915,0.84774,0.67744105,3.7469741e-09,2.0398912e-09
Bacteria,0.9005,0.856222,0.69461008,3.2462581e-09,1.7894946e-09
Bacteria,0.9355,0.918824,0.4772871,2.9597507e-09,1.0162902e-09
Bacteria,0.8995,0.904331,0.32040235,2.5200577e-09,6.558304e-10
Bacteria,0.8855,0.891812,0.35254075,1.8602476e-09,5.601404e-10
Bacteria,0.9025,0.880821,0.64676144,3.1770382e-09,1.6462062e-09
Bacteria,0.9575,0.939217,0.44451624,2.9180137e-09,8.610393e-10
Bacteria,0.91,0.922869,0.32534094,8.618876e-10,1.997042e-10
Bacteria,0.926,0.932592,0.34112853,3.8183979e-09,1.0395257e-09
Bacteria,0.9005,0.884294,0.60387345,3.6334713e-09,1.8073634e-09
Bacteria,0.9305,0.934583,0.41232831,1.4041741e-09,4.195035e-10
Bacteria,0.9545,0.949748,0.47172574,8.404109e-10,2.998104e-10
Bacteria,0.8805,0.843152,0.67095264,2.4820295e-09,1.3345366e-09
Bacteria,0.932,0.90608,0.54238231,3.2168432e-09,1.4350148e-09
Bacteria,0.879,0.850001,0.67901165,3.7046477e-09,2.0097995e-09
Bacteria,0.948,0.942189,0.46101175,1.1420431e-09,4.789739e-10
Bacteria,0.9155,0.920379,0.32915101,1.8394887e-09,4.353207e-10
Bacteria,0.917,0.9104,0.38872624,1.2523368e-09,3.361309e-10
Bacteria,0.9345,0.924909,0.57194551,2.0514628e-09,9.918458e-10
Bacteria,0.9235,0.901446,0.61861934,3.732654e-09,1.8662358e-09
Bacteria,0.9325,0.921269,0.44841035,1.8757633e-09,5.303713e-10
Bacteria,0.906,0.922565,0.31399857,1.1994906e-09,3.408979e-10
Bacteria,0.9195,0.877404,0.65617824,2.7709706e-09,1.4588041e-09
Bacteria,0.9505,0.933836,0.47227778,3.0908072e-09,1.0448793e-09
Bacteria,0.896,0.897368,0.29855588,3.7581239e-09,8.617813e-10
Bacteria,0.9105,0.901538,0.36822024,3.0873281e-09,8.237128e-10
Bacteria,0.949,0.939894,0.40506778,1.3757431e-09,4.063224e-10
Bacteria,0.8845,0.905213,0.28205334,2.4196324e-09,5.406107e-10
Bacteria,0.884,0.905922,0.28184711,2.3551937e-09,5.25677e-10
Bacteria,0.8845,0.905514,0.28299253,2.5132362e-09,5.635451e-10
Bacteria,0.9215,0.929966,0.32731168,1.8181642e-09,4.285411e-10
Bacteria,0.9475,0.940305,0.42371066,1.3859359e-09,4.269885e-10
Bacteria,0.9155,0.920497,0.32916379,1.8393678e-09,4.352638e-10
Bacteria,0.9315,0.891818,0.61149813,4.2697662e-09,2.1708856e-09
Bacteria,0.894,0.863992,0.66449434,4.1261978e-09,2.2157891e-09
Bacteria,0.875,0.832511,0.71101318,2.7426599e-09,1.5174497e-09
Bacteria,0.9545,0.940583,0.42594068,3.1942843e-09,9.612768e-10
Bacteria,0.8455,0.804146,0.74245138,3.1043043e-09,1.7830563e-09
Bacteria,0.9505,0.931261,0.46272118,3.3274119e-09,1.0177515e-09
Bacteria,0.9455,0.925227,0.56125012,3.2603158e-09,1.5363877e-09
Bacteria,0.9265,0.928675,0.35866999,2.5641227e-09,7.431635e-10
Bacteria,0.924,0.936141,0.32446828,7.942591e-10,1.831822e-10
Bacteria,0.925,0.933669,0.44535248,1.2345828e-09,3.950461e-10
Bacteria,0.85,0.803377,0.73531401,3.3055419e-09,1.9117025e-09
Bacteria,0.92,0.922952,0.34989309,1.2205984e-09,3.608156e-10
Bacteria,0.926,0.895143,0.62328095,2.4517579e-09,1.2717797e-09
Bacteria,0.8905,0.91999,0.31738359,1.0740526e-09,2.900328e-10
Bacteria,0.944,0.954125,0.38891642,2.4776511e-09,8.64994e-10
Bacteria,0.9385,0.918231,0.56733734,2.8375713e-09,1.2334754e-09
Bacteria,0.945,0.954947,0.38894653,2.4747445e-09,8.642779e-10
Bacteria,0.8615,0.847985,0.4542053,3.7942889e-09,1.2259048e-09
Bacteria,0.9055,0.918288,0.39266833,1.3148372e-09,3.588717e-10
Bacteria,0.935,0.913848,0.50562428,3.2875656e-09,1.2789561e-09
Bacteria,0.947,0.932803,0.50819623,2.9081916e-09,1.135034e-09
Bacteria,0.8775,0.887206,0.32161463,1.1842537e-09,2.695363e-10
Bacteria,0.9035,0.88511,0.60690077,3.584433e-09,1.7935766e-09
Bacteria,0.941,0.929488,0.3794194,3.4197687e-09,8.421492e-10
Bacteria,0.9545,0.958217,0.38697033,1.3373391e-09,4.472259e-10
Bacteria,0.948,0.943441,0.41287617,2.3201723e-09,7.343844e-10
Bacteria,0.8915,0.921543,0.30541515,1.0196689e-09,2.388467e-10
Bacteria,0.9425,0.934992,0.3713494,3.0171194e-09,8.037974e-10
Bacteria,0.9475,0.933483,0.50769404,2.8995958e-09,1.1301275e-09
Bacteria,0.88,0.824048,0.71153597,5.6253453e-09,3.1499646e-09
Bacteria,0.9625,0.940008,0.46077876,3.4556531e-09,1.066704e-09
Bacteria,0.9475,0.930596,0.5382743,2.9656974e-09,1.2314139e-09
Bacteria,0.924,0.939056,0.31145049,1.0889833e-09,2.531348e-10
Bacteria,0.949,0.928,0.5502383,3.4418641e-09,1.4658144e-09
Bacteria,0.929,0.883368,0.46955892,5.2367686e-09,1.7208666e-09
Bacteria,0.9385,0.934847,0.38569903,1.1371662e-09,2.993662e-10
Bacteria,0.907,0.869436,0.65524637,2.7668578e-09,1.4756284e-09
Bacteria,0.9445,0.943644,0.41442537,1.2763963e-09,4.03258e-10
Bacteria,0.925,0.936688,0.32334735,7.709981e-10,1.765672e-10
Bacteria,0.9235,0.935104,0.3246742,7.876887e-10,1.817743e-10
Bacteria,0.895,0.906993,0.31628209,9.575819e-10,2.181577e-10
Bacteria,0.8965,0.850758,0.69518528,3.6239286e-09,2.0065731e-09
Bacteria,0.9505,0.928385,0.44661954,3.2407781e-09,9.002334e-10
Bacteria,0.9325,0.93493,0.36257306,1.956247e-09,5.398698e-10
Bacteria,0.9095,0.863801,0.65734089,4.1711684e-09,2.207388e-09
Bacteria,0.9515,0.933738,0.52169891,3.0616052e-09,1.2084643e-09
Archaea,0.8655,0.892466,0.28594593,1.212736e-09,2.837865e-10
Archaea,0.8355,0.799447,0.65933504,1.6101928e-09,8.658385e-10
Archaea,0.8735,0.839778,0.35787176,1.8740072e-09,4.551107e-10
Archaea,0.9295,0.919851,0.41484909,2.5654918e-09,8.742848e-10
Archaea,0.9465,0.903005,0.61159171,1.0615388e-09,5.076664e-10
Archaea,0.953,0.923471,0.51362517,1.3918813e-09,5.015231e-10
Archaea,0.945,0.934339,0.40769896,1.1951179e-09,3.628852e-10
Archaea,0.91,0.891504,0.4268089,3.6020905e-09,1.26889e-09
Archaea,0.929,0.952032,0.35970424,9.681755e-10,2.83305e-10
Archaea,0.948,0.942899,0.4954393,1.0968664e-09,3.986031e-10
Archaea,0.952,0.934963,0.48581665,1.3643058e-09,5.260314e-10
Archaea,0.9535,0.93311,0.47861095,1.9911957e-09,7.646489e-10
Archaea,0.9585,0.93332,0.51995488,1.308151e-09,5.158348e-10
Archaea,0.939,0.913205,0.54916884,1.8523314e-09,7.894589e-10
Archaea,0.9385,0.895147,0.61118802,2.6771571e-09,1.3480836e-09
Archaea,0.956,0.942144,0.4187897,1.0888049e-09,3.166887e-10
Archaea,0.9525,0.920379,0.56311268,1.0457106e-09,3.94023e-10
Archaea,0.962,0.952172,0.399185,9.925438e-10,3.023001e-10
Archaea,0.9145,0.912142,0.32786716,1.6876934e-09,3.82104e-10
Archaea,0.919,0.934986,0.3310034,1.0403502e-09,2.929621e-10
Archaea,0.954,0.942013,0.36707594,1.3940915e-09,3.397248e-10
Archaea,0.8705,0.902218,0.27633708,1.1069033e-09,2.599132e-10
Archaea,0.927,0.926084,0.45149034,2.2200269e-09,8.071296e-10
Archaea,0.92,0.921931,0.40758095,1.6127117e-09,5.370028e-10
Archaea,0.9365,0.922894,0.53545279,1.1770902e-09,5.10192e-10
Archaea,0.967,0.934212,0.53736737,1.0441242e-09,3.730105e-10
Archaea,0.9445,0.915601,0.49599047,1.1438537e-09,4.072051e-10
Archaea,0.947,0.906575,0.57646136,1.1357063e-09,4.747508e-10
Archaea,0.9525,0.938224,0.50006592,1.1304261e-09,4.916817e-10
Archaea,0.9495,0.914696,0.57150827,1.2584087e-09,5.290633e-10
Archaea,0.9235,0.885034,0.62063036,1.5520012e-09,7.929254e-10
Archaea,0.94,0.939684,0.35726543,9.835759e-10,2.488341e-10
Archaea,0.918,0.931273,0.32975954,1.1204581e-09,3.152042e-10
Archaea,0.9625,0.924247,0.55050879,1.3284045e-09,5.32351e-10
Archaea,0.8995,0.922931,0.31034233,1.1606119e-09,2.79193e-10
Archaea,0.8965,0.915743,0.31328311,1.0772455e-09,2.774432e-10
Archaea,0.8895,0.926103,0.30037464,9.82959e-10,2.631452e-10
Archaea,0.9185,0.930646,0.33284424,1.110217e-09,3.141066e-10
Archaea,0.9605,0.936671,0.54513608,1.5926147e-09,7.449436e-10
Archaea,0.9475,0.908885,0.56520348,8.126325e-10,3.380317e-10
Archaea,0.9355,0.930187,0.43095842,1.3011553e-09,3.079385e-10
Archaea,0.968,0.94119,0.512727,1.1571341e-09,4.466488e-10
Archaea,0.92,0.941756,0.34167507,1.030406e-09,2.864951e-10
Archaea,0.9185,0.932099,0.33423193,1.0923672e-09,3.098868e-10
Archaea,0.954,0.935255,0.49000695,9.96272e-10,3.200628e-10
Archaea,0.9385,0.901715,0.59910623,1.1084189e-09,4.859576e-10
Archaea,0.9565,0.93647,0.45339113,8.550228e-10,2.505381e-10
Archaea,0.9415,0.913395,0.55353675,1.8305879e-09,8.230535e-10
Archaea,0.8865,0.845724,0.6397198,2.3126161e-09,1.216377e-09
Archaea,0.9605,0.931703,0.53561486,1.2810333e-09,5.194136e-10
Archaea,0.9185,0.90604,0.35111019,1.7136944e-09,4.085059e-10
Archaea,0.9285,0.917488,0.350995,1.6338802e-09,3.895184e-10
Archaea,0.9225,0.909737,0.35009705,1.6862191e-09,4.010966e-10
Archaea,0.9375,0.927586,0.35002263,1.619986e-09,3.854956e-10
Archaea,0.9005,0.881801,0.35385361,1.6922666e-09,4.082354e-10
Archaea,0.8865,0.866366,0.35305404,1.7876828e-09,4.306197e-10
Archaea,0.958,0.950349,0.40201267,1.1560024e-09,3.586367e-10
Archaea,0.927,0.888846,0.62899966,1.9520114e-09,1.0293722e-09
Archaea,0.8955,0.857447,0.65530711,2.0870103e-09,1.1385488e-09
Archaea,0.904,0.926216,0.32218389,9.439732e-10,2.410382e-10
Archaea,0.907,0.925977,0.32640985,1.839535e-09,4.496893e-10
Archaea,0.9135,0.89695,0.35262568,1.7214384e-09,4.117119e-10
Archaea,0.9,0.922518,0.31575768,1.1033548e-09,2.843438e-10
Archaea,0.8735,0.845379,0.35825152,1.6715464e-09,4.079332e-10
Archaea,0.9595,0.944864,0.42004563,9.791531e-10,3.118881e-10
Archaea,0.904,0.858784,0.64264273,3.4074966e-09,1.8187405e-09
Archaea,0.9455,0.931888,0.44135409,1.3754951e-09,4.970645e-10
Archaea,0.8975,0.919098,0.3203911,1.1104938e-09,2.76632e-10
Archaea,0.927,0.886995,0.61050178,2.7830004e-09,1.4410688e-09
Archaea,0.943,0.94729,0.39157964,9.311512e-10,3.047235e-10
Archaea,0.875,0.83865,0.65479902,2.5132312e-09,1.3543184e-09
Archaea,0.954,0.952778,0.42618205,1.260357e-09,4.566039e-10
Archaea,0.9165,0.876861,0.63119668,1.7221017e-09,9.145891e-10
Archaea,0.9425,0.916722,0.54602951,1.9915433e-09,8.482523e-10
Archaea,0.866,0.825934,0.65710572,1.6714224e-09,8.96139e-10
Archaea,0.896,0.921615,0.31293766,1.089686e-09,2.677432e-10
Archaea,0.9715,0.94904,0.46734341,8.245677e-10,2.59405e-10
Archaea,0.884,0.907834,0.33618507,8.31832e-10,1.917756e-10
Archaea,0.9445,0.94259,0.36838301,9.897524e-10,2.561231e-10
Archaea,0.947,0.916153,0.57217366,9.372106e-10,3.485735e-10
Archaea,0.9525,0.947648,0.48640684,1.02657e-09,3.69159e-10
Archaea,0.9535,0.937387,0.47399174,1.7807185e-09,7.180259e-10
Archaea,0.9575,0.941789,0.45427706,1.4868936e-09,4.181614e-10
Archaea,0.7075,0.620314,0.39142586,1.8619605e-09,6.083471e-10
Archaea,0.957,0.951677,0.41666727,1.2928069e-09,4.223829e-10
Archaea,0.9525,0.923296,0.54780994,1.3067049e-09,5.471205e-10
Archaea,0.911,0.935967,0.31275079,1.0820848e-09,2.616991e-10
Archaea,0.915,0.940605,0.31279426,1.0677365e-09,2.586375e-10
Archaea,0.924,0.932507,0.36466036,1.2119913e-09,3.66326e-10
Archaea,0.9085,0.927628,0.31636991,7.786902e-10,2.07503e-10
Archaea,0.937,0.899773,0.59940645,2.4703724e-09,1.2486768e-09
Archaea,0.936,0.925642,0.35190538,1.6787412e-09,3.933461e-10
Archaea,0.88,0.917266,0.29276791,1.05057e-09,2.71781e-10
Archaea,0.955,0.932204,0.5314166,8.233427e-10,2.931205e-10
Archaea,0.9205,0.888108,0.61815158,2.683522e-09,1.4202076e-09
Archaea,0.9085,0.896325,0.35307761,1.5801197e-09,3.778417e-10
Archaea,0.9175,0.906086,0.35148226,1.6629187e-09,3.960686e-10
Archaea,0.913,0.939131,0.3112295,1.1164035e-09,2.691858e-10
Archaea,0.9075,0.931369,0.3112537,1.1256732e-09,2.717532e-10
Archaea,0.9135,0.939436,0.31249382,1.1223063e-09,2.716872e-10
Archaea,0.9095,0.935045,0.31138038,1.1240004e-09,2.709908e-10
Archaea,0.9135,0.939868,0.31128535,1.0729967e-09,2.582777e-10
Archaea,0.8945,0.91753,0.30423052,1.2226213e-09,2.868683e-10
Archaea,0.879,0.896934,0.30483693,1.2581995e-09,2.950401e-10
Archaea,0.899,0.922349,0.30426947,1.230696e-09,2.887513e-10
Archaea,0.8945,0.916608,0.3044718,1.235685e-09,2.900332e-10
Archaea,0.902,0.927388,0.30268744,1.1832948e-09,2.756361e-10
Archaea,0.903,0.929322,0.302676,1.1811917e-09,2.74972e-10
Archaea,0.8955,0.918388,0.30286473,1.1962439e-09,2.786647e-10
Archaea,0.8985,0.924235,0.30224625,1.2476641e-09,2.904297e-10
Archaea,0.9,0.926329,0.30264922,1.2353519e-09,2.881083e-10
Archaea,0.9015,0.928187,0.30241888,1.2393288e-09,2.886996e-10
Archaea,0.886,0.906514,0.30264708,1.259893e-09,2.932113e-10
Archaea,0.897,0.921984,0.30278419,1.2369213e-09,2.882388e-10
Archaea,0.8945,0.91967,0.30277282,1.1706638e-09,2.728324e-10
Archaea,0.9045,0.927082,0.311508,1.1387413e-09,2.743231e-10
Archaea,0.9565,0.944282,0.42387003,1.4398255e-09,3.859869e-10
Archaea,0.9395,0.948709,0.35828656,1.6181735e-09,4.498789e-10
Archaea,0.94,0.902187,0.59655083,1.2125331e-09,5.418736e-10
Archaea,0.957,0.939396,0.47048991,1.1911641e-09,4.579e-10
Archaea,0.921,0.906565,0.39233643,3.0523813e-09,9.613137e-10
Archaea,0.9695,0.962974,0.45994391,9.800819e-10,3.649635e-10
Archaea,0.9625,0.943467,0.44711409,1.1076292e-09,3.434703e-10
Archaea,0.91,0.911632,0.36424958,1.5069943e-09,4.524331e-10
Archaea,0.9185,0.871915,0.62752156,2.249666e-09,1.1693325e-09
Archaea,0.9075,0.893318,0.50987809,1.8955515e-09,7.698547e-10
Archaea,0.967,0.945291,0.41994557,1.1525879e-09,2.959485e-10
Archaea,0.9585,0.944767,0.42740259,1.1657224e-09,3.628712e-10
Archaea,0.933,0.928439,0.34148136,1.3387871e-09,3.174178e-10
Archaea,0.877,0.903319,0.32299912,1.1612614e-09,3.130195e-10
Archaea,0.9315,0.940043,0.35731763,1.5948681e-09,4.471667e-10
Archaea,0.9205,0.877256,0.62510567,1.9706553e-09,1.0288758e-09
Archaea,0.9605,0.935261,0.51637506,1.0752225e-09,4.101742e-10
Archaea,0.8985,0.857583,0.65183612,2.7276522e-09,1.4799988e-09
Archaea,0.939,0.94308,0.3915604,1.3392819e-09,4.307029e-10
Archaea,0.9235,0.944931,0.32673112,1.0068801e-09,2.621311e-10
Archaea,0.921,0.937764,0.32940762,1.0939329e-09,3.066804e-10
Archaea,0.955,0.926307,0.56078794,1.2596656e-09,5.433029e-10
Archaea,0.9645,0.92913,0.54904145,1.154416e-09,4.312032e-10
Archaea,0.9295,0.887651,0.62454649,2.4362635e-09,1.2604728e-09
Archaea,0.89,0.852072,0.6526808,2.7441079e-09,1.5008118e-09
Archaea,0.8955,0.862905,0.62235518,2.372602e-09,1.2637789e-09
Archaea,0.8895,0.845676,0.63991134,2.7269207e-09,1.4478476e-09
Archaea,0.892,0.849825,0.66432162,1.9806734e-09,1.0790382e-09
Archaea,0.9645,0.94546,0.44828757,8.668553e-10,2.500718e-10
Archaea,0.946,0.904729,0.56966813,1.5456613e-09,6.356223e-10
Archaea,0.9105,0.873087,0.60596359,1.6102078e-09,7.782708e-10
Archaea,0.9485,0.927028,0.47675922,2.0419971e-09,7.799748e-10
Archaea,0.908,0.912406,0.32489489,1.1621131e-09,2.992558e-10
Archaea,0.932,0.951959,0.33794016,9.851216e-10,2.632877e-10
Archaea,0.93,0.930593,0.42203193,2.0042757e-09,6.771309e-10
Archaea,0.8655,0.847759,0.47744261,1.7583349e-09,5.676937e-10
Archaea,0.873,0.908903,0.32443139,1.1390795e-09,3.130868e-10
Archaea,0.932,0.921511,0.35001844,1.6566896e-09,3.93292e-10
Archaea,0.9195,0.904575,0.35233029,1.6789617e-09,4.025836e-10
Archaea,0.9255,0.913671,0.35051414,1.650775e-09,3.9331e-10
Archaea,0.92,0.905093,0.35223695,1.6790688e-09,4.025155e-10
Archaea,0.9275,0.916286,0.35076818,1.6290572e-09,3.880693e-10
Archaea,0.926,0.913261,0.35067917,1.6335533e-09,3.889469e-10
Archaea,0.9375,0.92741,0.34981272,1.6689217e-09,3.963876e-10
Archaea,0.9295,0.917803,0.35024325,1.6219858e-09,3.8593e-10
Archaea,0.9235,0.910068,0.35021089,1.6876972e-09,4.020372e-10
Archaea,0.925,0.91377,0.35051993,1.6518716e-09,3.929897e-10
Archaea,0.9525,0.940481,0.43088029,1.3873081e-09,4.614779e-10
Archaea,0.9535,0.932226,0.52740201,1.4895872e-09,5.827681e-10
