Total bytes: 237419 (231.9 KB), 1.889 bpb, 1.888 bps w/ no header, Normalized Dissimilarity Rate: 0.944602
Total bytes: 237375 (231.8 KB), 1.889 bpb, 1.888 bps w/ no header, Normalized Dissimilarity Rate: 0.944427
Total bytes: 237360 (231.8 KB), 1.889 bpb, 1.888 bps w/ no header, Normalized Dissimilarity Rate: 0.944367
Total bytes: 713682 (697.0 KB), 1.717 bpb, 1.716 bps w/ no header, Normalized Dissimilarity Rate: 0.858302
Total bytes: 714193 (697.5 KB), 1.718 bpb, 1.718 bps w/ no header, Normalized Dissimilarity Rate: 0.858916
Total bytes: 713629 (696.9 KB), 1.716 bpb, 1.716 bps w/ no header, Normalized Dissimilarity Rate: 0.858238
Total bytes: 713236 (696.5 KB), 1.716 bpb, 1.715 bps w/ no header, Normalized Dissimilarity Rate: 0.857765
Total bytes: 712858 (696.2 KB), 1.715 bpb, 1.714 bps w/ no header, Normalized Dissimilarity Rate: 0.857311
Total bytes: 712749 (696.0 KB), 1.714 bpb, 1.714 bps w/ no header, Normalized Dissimilarity Rate: 0.857179
Total bytes: 712702 (696.0 KB), 1.714 bpb, 1.714 bps w/ no header, Normalized Dissimilarity Rate: 0.857123
Total bytes: 68237 (66.6 KB), 1.876 bpb, 1.875 bps w/ no header, Normalized Dissimilarity Rate: 0.93803
Total bytes: 68197 (66.6 KB), 1.875 bpb, 1.873 bps w/ no header, Normalized Dissimilarity Rate: 0.93748
Total bytes: 68147 (66.5 KB), 1.874 bpb, 1.872 bps w/ no header, Normalized Dissimilarity Rate: 0.936793
Total bytes: 68168 (66.6 KB), 1.874 bpb, 1.872 bps w/ no header, Normalized Dissimilarity Rate: 0.937082
Total bytes: 68227 (66.6 KB), 1.876 bpb, 1.873 bps w/ no header, Normalized Dissimilarity Rate: 0.937893
Total bytes: 68184 (66.6 KB), 1.875 bpb, 1.872 bps w/ no header, Normalized Dissimilarity Rate: 0.937302
Total bytes: 68198 (66.6 KB), 1.875 bpb, 1.872 bps w/ no header, Normalized Dissimilarity Rate: 0.937494
Total bytes: 100067 (97.7 KB), 1.909 bpb, 1.908 bps w/ no header, Normalized Dissimilarity Rate: 0.954669
Total bytes: 100059 (97.7 KB), 1.909 bpb, 1.908 bps w/ no header, Normalized Dissimilarity Rate: 0.954593
Total bytes: 100004 (97.7 KB), 1.908 bpb, 1.907 bps w/ no header, Normalized Dissimilarity Rate: 0.954068
Total bytes: 100008 (97.7 KB), 1.908 bpb, 1.907 bps w/ no header, Normalized Dissimilarity Rate: 0.954106
Total bytes: 100061 (97.7 KB), 1.909 bpb, 1.907 bps w/ no header, Normalized Dissimilarity Rate: 0.954612
Total bytes: 100047 (97.7 KB), 1.909 bpb, 1.907 bps w/ no header, Normalized Dissimilarity Rate: 0.954478
Total bytes: 100055 (97.7 KB), 1.909 bpb, 1.907 bps w/ no header, Normalized Dissimilarity Rate: 0.954555
Total bytes: 186989 (182.6 KB), 1.837 bpb, 1.836 bps w/ no header, Normalized Dissimilarity Rate: 0.918353
Total bytes: 187472 (183.1 KB), 1.841 bpb, 1.841 bps w/ no header, Normalized Dissimilarity Rate: 0.920725
Total bytes: 186938 (182.6 KB), 1.836 bpb, 1.836 bps w/ no header, Normalized Dissimilarity Rate: 0.918102
Total bytes: 186799 (182.4 KB), 1.835 bpb, 1.834 bps w/ no header, Normalized Dissimilarity Rate: 0.91742
Total bytes: 186729 (182.4 KB), 1.834 bpb, 1.833 bps w/ no header, Normalized Dissimilarity Rate: 0.917076
Total bytes: 186649 (182.3 KB), 1.833 bpb, 1.832 bps w/ no header, Normalized Dissimilarity Rate: 0.916683
Total bytes: 186665 (182.3 KB), 1.834 bpb, 1.832 bps w/ no header, Normalized Dissimilarity Rate: 0.916761
Total bytes: 78470 (76.6 KB), 1.844 bpb, 1.843 bps w/ no header, Normalized Dissimilarity Rate: 0.922048
Total bytes: 78440 (76.6 KB), 1.843 bpb, 1.842 bps w/ no header, Normalized Dissimilarity Rate: 0.921696
Total bytes: 78327 (76.5 KB), 1.841 bpb, 1.839 bps w/ no header, Normalized Dissimilarity Rate: 0.920368
Total bytes: 78329 (76.5 KB), 1.841 bpb, 1.839 bps w/ no header, Normalized Dissimilarity Rate: 0.920392
Total bytes: 78392 (76.6 KB), 1.842 bpb, 1.84 bps w/ no header, Normalized Dissimilarity Rate: 0.921132
Total bytes: 78351 (76.5 KB), 1.841 bpb, 1.839 bps w/ no header, Normalized Dissimilarity Rate: 0.92065
Total bytes: 78352 (76.5 KB), 1.841 bpb, 1.838 bps w/ no header, Normalized Dissimilarity Rate: 0.920662
Total bytes: 85492 (83.5 KB), 1.86 bpb, 1.859 bps w/ no header, Normalized Dissimilarity Rate: 0.930057
Total bytes: 85519 (83.5 KB), 1.861 bpb, 1.859 bps w/ no header, Normalized Dissimilarity Rate: 0.930351
Total bytes: 85376 (83.4 KB), 1.858 bpb, 1.856 bps w/ no header, Normalized Dissimilarity Rate: 0.928795
Total bytes: 85357 (83.4 KB), 1.857 bpb, 1.856 bps w/ no header, Normalized Dissimilarity Rate: 0.928588
Total bytes: 85415 (83.4 KB), 1.858 bpb, 1.856 bps w/ no header, Normalized Dissimilarity Rate: 0.929219
Total bytes: 85382 (83.4 KB), 1.858 bpb, 1.855 bps w/ no header, Normalized Dissimilarity Rate: 0.92886
Total bytes: 85397 (83.4 KB), 1.858 bpb, 1.855 bps w/ no header, Normalized Dissimilarity Rate: 0.929023
Total bytes: 425660 (415.7 KB), 1.682 bpb, 1.682 bps w/ no header, Normalized Dissimilarity Rate: 0.840956
Total bytes: 425958 (416.0 KB), 1.683 bpb, 1.683 bps w/ no header, Normalized Dissimilarity Rate: 0.841544
Total bytes: 425577 (415.6 KB), 1.682 bpb, 1.681 bps w/ no header, Normalized Dissimilarity Rate: 0.840792
Total bytes: 425290 (415.3 KB), 1.68 bpb, 1.68 bps w/ no header, Normalized Dissimilarity Rate: 0.840225
Total bytes: 424991 (415.0 KB), 1.679 bpb, 1.679 bps w/ no header, Normalized Dissimilarity Rate: 0.839634
Total bytes: 424928 (415.0 KB), 1.679 bpb, 1.679 bps w/ no header, Normalized Dissimilarity Rate: 0.839509
